speaker_ID,speaker_gender,non_likable,secure,attractive,unsympathetic,indecisive,unobtrusive,distant,bored,emotional,not_irritated,active,pleasant,characterless,sociable,relaxed,affectionate,dominant,unaffected,hearty,old,personal,calm,incompetent,ugly,friendly,masculine,submissive,indifferent,interesting,cynical,artificial,intelligent,childish,modest
1,female,36.57142857142857,65.21428571428571,59.785714285714285,37.357142857142854,33.714285714285715,66.85714285714286,35.642857142857146,35.642857142857146,52.0,71.92857142857143,68.35714285714286,60.285714285714285,38.857142857142854,67.42857142857143,56.0,64.35714285714286,59.0,56.42857142857143,67.23076923076923,43.714285714285715,45.714285714285715,61.285714285714285,34.785714285714285,41.214285714285715,75.42857142857143,20.285714285714285,59.0,34.57142857142857,60.57142857142857,43.07142857142857,35.785714285714285,65.28571428571429,46.857142857142854,61.07142857142857
2,female,66.66666666666667,57.2,39.333333333333336,54.06666666666667,33.06666666666667,57.266666666666666,56.46666666666667,55.733333333333334,50.86666666666667,53.13333333333333,47.6,41.53333333333333,53.266666666666666,40.4,52.4,41.93333333333333,49.53333333333333,42.06666666666667,45.285714285714285,47.266666666666666,33.06666666666667,55.8,48.0,47.8,55.6,18.333333333333332,55.13333333333333,58.733333333333334,38.53333333333333,51.53333333333333,63.2,51.13333333333333,33.53333333333333,60.266666666666666
3,female,45.8125,72.5625,47.125,30.9375,27.9375,46.25,38.625,33.4375,59.75,59.875,67.0625,56.4375,40.1875,58.8125,67.25,50.125,68.0625,50.1875,57.53333333333333,69.25,38.125,58.4375,36.6875,45.5625,64.125,19.9375,46.4375,41.5625,55.5625,50.25,40.6875,60.25,14.4375,54.8125
4,male,40.07142857142857,59.857142857142854,44.57142857142857,54.42857142857143,35.07142857142857,52.285714285714285,48.57142857142857,49.785714285714285,45.714285714285715,55.285714285714285,58.42857142857143,52.142857142857146,48.285714285714285,52.142857142857146,51.57142857142857,44.142857142857146,58.357142857142854,52.714285714285715,46.61538461538461,48.57142857142857,44.0,53.57142857142857,39.785714285714285,52.07142857142857,51.42857142857143,75.78571428571429,47.07142857142857,51.357142857142854,49.142857142857146,55.857142857142854,38.07142857142857,55.785714285714285,40.5,46.92857142857143
5,male,42.11764705882353,60.529411764705884,53.8235294117647,50.76470588235294,35.705882352941174,59.76470588235294,49.76470588235294,42.64705882352941,46.23529411764706,64.70588235294117,54.94117647058823,60.05882352941177,40.05882352941177,55.470588235294116,66.94117647058823,48.05882352941177,59.705882352941174,56.94117647058823,52.529411764705884,55.588235294117645,39.0,69.82352941176471,34.470588235294116,47.411764705882355,54.1764705882353,80.76470588235294,47.8235294117647,53.23529411764706,57.35294117647059,47.705882352941174,35.8235294117647,62.8235294117647,29.294117647058822,49.8235294117647
6,male,53.6,53.13333333333333,43.8,39.93333333333333,46.666666666666664,45.06666666666667,36.8,30.133333333333333,61.06666666666667,64.93333333333334,58.4,49.06666666666667,40.6,66.2,52.8,61.46666666666667,51.266666666666666,47.333333333333336,64.85714285714286,39.733333333333334,43.8,46.8,51.0,48.8,65.33333333333333,71.2,51.666666666666664,35.86666666666667,55.4,35.0,53.4,51.2,44.46666666666667,56.06666666666667
7,male,34.714285714285715,71.85714285714286,51.642857142857146,33.57142857142857,28.785714285714285,63.142857142857146,49.285714285714285,42.142857142857146,36.57142857142857,58.92857142857143,56.857142857142854,63.285714285714285,39.57142857142857,52.285714285714285,71.21428571428571,53.0,56.357142857142854,60.0,54.61538461538461,57.642857142857146,30.642857142857142,74.42857142857143,32.214285714285715,43.642857142857146,67.57142857142857,87.78571428571429,57.07142857142857,49.285714285714285,55.07142857142857,44.42857142857143,26.785714285714285,63.92857142857143,23.785714285714285,68.5
8,female,29.785714285714285,71.21428571428571,73.71428571428571,23.5,32.92857142857143,62.642857142857146,29.357142857142858,22.642857142857142,76.14285714285714,84.5,76.5,75.28571428571429,24.857142857142858,76.42857142857143,61.785714285714285,83.71428571428571,55.714285714285715,51.07142857142857,81.71428571428571,35.57142857142857,43.42857142857143,56.642857142857146,30.928571428571427,25.071428571428573,85.78571428571429,6.071428571428571,54.57142857142857,19.714285714285715,70.71428571428571,36.142857142857146,44.57142857142857,67.64285714285714,47.214285714285715,56.642857142857146
9,female,40.5,39.42857142857143,57.42857142857143,29.214285714285715,38.0,66.57142857142857,38.785714285714285,48.857142857142854,41.357142857142854,73.64285714285714,34.214285714285715,62.642857142857146,46.07142857142857,39.285714285714285,60.92857142857143,45.57142857142857,35.142857142857146,68.78571428571429,57.642857142857146,32.142857142857146,38.214285714285715,69.85714285714286,50.214285714285715,40.142857142857146,63.714285714285715,11.142857142857142,61.0,53.5,41.57142857142857,33.714285714285715,39.57142857142857,54.57142857142857,44.07142857142857,66.35714285714286
10,female,51.642857142857146,53.142857142857146,38.57142857142857,40.214285714285715,43.857142857142854,56.0,49.642857142857146,50.285714285714285,47.357142857142854,60.0,50.07142857142857,47.07142857142857,57.07142857142857,45.714285714285715,49.714285714285715,46.42857142857143,49.714285714285715,53.07142857142857,48.285714285714285,47.142857142857146,48.214285714285715,55.92857142857143,57.0,55.142857142857146,57.142857142857146,32.785714285714285,52.357142857142854,50.357142857142854,34.642857142857146,40.214285714285715,43.57142857142857,44.0,45.57142857142857,58.714285714285715
11,female,39.46666666666667,32.266666666666666,55.06666666666667,40.13333333333333,54.733333333333334,61.4,41.4,34.93333333333333,55.86666666666667,68.4,55.333333333333336,62.0,45.266666666666666,52.53333333333333,30.8,59.666666666666664,34.46666666666667,52.6,61.214285714285715,24.0,42.06666666666667,37.6,52.13333333333333,37.86666666666667,65.8,17.666666666666668,63.93333333333333,39.46666666666667,47.13333333333333,31.733333333333334,46.733333333333334,46.333333333333336,64.2,61.86666666666667
12,female,56.0,50.5,53.714285714285715,33.857142857142854,40.07142857142857,39.142857142857146,46.214285714285715,29.857142857142858,62.42857142857143,59.357142857142854,59.214285714285715,54.214285714285715,39.92857142857143,60.214285714285715,46.642857142857146,62.642857142857146,52.857142857142854,49.0,64.28571428571429,22.142857142857142,41.92857142857143,40.857142857142854,42.214285714285715,44.214285714285715,66.28571428571429,7.285714285714286,53.57142857142857,31.857142857142858,57.5,47.714285714285715,42.07142857142857,46.92857142857143,61.714285714285715,50.42857142857143
