"m004_linden_d6","m004_linden_d7","m004_linden_d8","m005_nicosia_d6","m005_nicosia_d7","m005_nicosia_d8","m006_rabat_d6","m006_rabat_d7","m006_rabat_d8","m007_klaksvik_d6","m007_klaksvik_d7","m007_klaksvik_d8","m016_beirut_d6","m016_beirut_d7","m016_beirut_d8","m018_rotterdam_d6","m018_rotterdam_d7","m018_rotterdam_d8","m019_banjul_d6","m019_banjul_d7","m019_banjul_d8","m020_edinburghofthesevenseas_d6","m020_edinburghofthesevenseas_d7","m020_edinburghofthesevenseas_d8","m021_dakhla_d6","m021_dakhla_d7","m021_dakhla_d8","m022_marseille_d6","m022_marseille_d7","m022_marseille_d8","m023_malabo_d6","m023_malabo_d7","m023_malabo_d8","m024_kigali_d6","m024_kigali_d7","m024_kigali_d8","m025_westbay_d6","m025_westbay_d7","m025_westbay_d8","m028_debrecen_d6","m028_debrecen_d7","m028_debrecen_d8","m030_sanaa_d6","m030_sanaa_d7","m030_sanaa_d8","m033_tighina_d6","m033_tighina_d7","m033_tighina_d8","m036_adducity_d6","m036_adducity_d7","m036_adducity_d8","m037_willemstad_d6","m037_willemstad_d7","m037_willemstad_d8","m041_bucharest_d6","m041_bucharest_d7","m041_bucharest_d8","m043_colon_d6","m043_colon_d7","m043_colon_d8","m044_stanley_d6","m044_stanley_d7","m044_stanley_d8","m052_poonsaan_d6","m052_poonsaan_d7","m052_poonsaan_d8","m053_cork_d6","m053_cork_d7","m053_cork_d8","m058_alisabieh_d6","m058_alisabieh_d7","m058_alisabieh_d8","m059_montecarlo_d6","m059_montecarlo_d7","m059_montecarlo_d8","m061_alrayyan_d6","m061_alrayyan_d7","m061_alrayyan_d8","m064_managua_d6","m064_managua_d7","m064_managua_d8","m067_kampala_d6","m067_kampala_d7","m067_kampala_d8","m069_nanjing_d6","m069_nanjing_d7","m069_nanjing_d8","m070_athens_d6","m070_athens_d7","m070_athens_d8","m071_jamestown_d6","m071_jamestown_d7","m071_jamestown_d8","m076_prague_d6","m076_prague_d7","m076_prague_d8","m077_kualabelait_d6","m077_kualabelait_d7","m077_kualabelait_d8","m079_ebeye_d6","m079_ebeye_d7","m079_ebeye_d8","m080_saipan_d6","m080_saipan_d7","m080_saipan_d8","m082_dubai_d6","m082_dubai_d7","m082_dubai_d8","m085_newyorkcity_d6","m085_newyorkcity_d7","m085_newyorkcity_d8","m086_kualalumpur_d6","m086_kualalumpur_d7","m086_kualalumpur_d8","m088_cayenne_d6","m088_cayenne_d7","m088_cayenne_d8","m089_yaren_d6","m089_yaren_d7","m089_yaren_d8","m090_riyadh_d6","m090_riyadh_d7","m090_riyadh_d8","m091_tiraspol_d6","m091_tiraspol_d7","m091_tiraspol_d8","m092_saopaulo_d6","m092_saopaulo_d7","m092_saopaulo_d8","m093_ganja_d6","m093_ganja_d7","m093_ganja_d8","m096_helsinki_d6","m096_helsinki_d7","m096_helsinki_d8","m097_basseterre_d6","m097_basseterre_d7","m097_basseterre_d8","m098_marigot_d6","m098_marigot_d7","m098_marigot_d8","m106_zurich_d6","m106_zurich_d7","m106_zurich_d8","m108_bern_d6","m108_bern_d7","m108_bern_d8","m114_istanbul_d6","m114_istanbul_d7","m114_istanbul_d8","m116_pyongyang_d6","m116_pyongyang_d7","m116_pyongyang_d8","m119_douglas_d6","m119_douglas_d7","m119_douglas_d8","m122_koror_d6","m122_koror_d7","m122_koror_d8","m124_havana_d6","m124_havana_d7","m124_havana_d8","m129_kuwaitcity_d6","m129_kuwaitcity_d7","m129_kuwaitcity_d8","m131_shusha_d6","m131_shusha_d7","m131_shusha_d8","m135_ciudaddeleste_d6","m135_ciudaddeleste_d7","m135_ciudaddeleste_d8","m136_saintpetersburg_d6","m136_saintpetersburg_d7","m136_saintpetersburg_d8","m137_asau_d6","m137_asau_d7","m137_asau_d8","m139_paramaribo_d6","m139_paramaribo_d7","m139_paramaribo_d8","m146_moroni_d6","m146_moroni_d7","m146_moroni_d8","m147_vilnius_d6","m147_vilnius_d7","m147_vilnius_d8","m150_zinder_d6","m150_zinder_d7","m150_zinder_d8","m154_london_d6","m154_london_d7","m154_london_d8","m155_blantyre_d6","m155_blantyre_d7","m155_blantyre_d8","m158_monrovia_d6","m158_monrovia_d7","m158_monrovia_d8","m164_canberra_d6","m164_canberra_d7","m164_canberra_d8","m165_fivecays_d6","m165_fivecays_d7","m165_fivecays_d8","m166_hanoi_d6","m166_hanoi_d7","m166_hanoi_d8","m171_barentsburg_d6","m171_barentsburg_d7","m171_barentsburg_d8","m173_ulaanbaatar_d6","m173_ulaanbaatar_d7","m173_ulaanbaatar_d8","m176_nouadhibou_d6","m176_nouadhibou_d7","m176_nouadhibou_d8","m177_baku_d6","m177_baku_d7","m177_baku_d8","m178_ouagadougou_d6","m178_ouagadougou_d7","m178_ouagadougou_d8","m179_roseau_d6","m179_roseau_d7","m179_roseau_d8","m182_cetinje_d6","m182_cetinje_d7","m182_cetinje_d8","m184_gustavia_d6","m184_gustavia_d7","m184_gustavia_d8","m185_stgeorges_d6","m185_stgeorges_d7","m185_stgeorges_d8","m190_chisinau_d6","m190_chisinau_d7","m190_chisinau_d8","m193_nouakchott_d6","m193_nouakchott_d7","m193_nouakchott_d8","m194_harare_d6","m194_harare_d7","m194_harare_d8","m196_dublin_d6","m196_dublin_d7","m196_dublin_d8","m198_khujand_d6","m198_khujand_d7","m198_khujand_d8","m199_eschsuralzette_d6","m199_eschsuralzette_d7","m199_eschsuralzette_d8","m202_oslo_d6","m202_oslo_d7","m202_oslo_d8","m203_grytviken_d6","m203_grytviken_d7","m203_grytviken_d8","m206_yerevan_d6","m206_yerevan_d7","m206_yerevan_d8","m207_birkirkara_d6","m207_birkirkara_d7","m207_birkirkara_d8","m210_antananarivo_d6","m210_antananarivo_d7","m210_antananarivo_d8","m216_almaty_d6","m216_almaty_d7","m216_almaty_d8","m219_khartoum_d6","m219_khartoum_d7","m219_khartoum_d8","m221_kowloon_d6","m221_kowloon_d7","m221_kowloon_d8","m225_sokode_d6","m225_sokode_d7","m225_sokode_d8","m227_muscat_d6","m227_muscat_d7","m227_muscat_d8","m228_milan_d6","m228_milan_d7","m228_milan_d8","m229_puentealto_d6","m229_puentealto_d7","m229_puentealto_d8","m231_rambaud_d6","m231_rambaud_d7","m231_rambaud_d8","m233_buenosaires_d6","m233_buenosaires_d7","m233_buenosaires_d8","m234_oranjestad_d6","m234_oranjestad_d7","m234_oranjestad_d8","m235_matautu_d6","m235_matautu_d7","m235_matautu_d8","m236_santaana_d6","m236_santaana_d7","m236_santaana_d8","m237_gagra_d6","m237_gagra_d7","m237_gagra_d8","m242_ecatepec_d6","m242_ecatepec_d7","m242_ecatepec_d8","m243_saotome_d6","m243_saotome_d7","m243_saotome_d8","m245_palikir_d6","m245_palikir_d7","m245_palikir_d8","m246_bantam_d6","m246_bantam_d7","m246_bantam_d8","m247_aleppo_d6","m247_aleppo_d7","m247_aleppo_d8","m249_bitola_d6","m249_bitola_d7","m249_bitola_d8","m250_quetzaltenango_d6","m250_quetzaltenango_d7","m250_quetzaltenango_d8","m253_yangon_d6","m253_yangon_d7","m253_yangon_d8","m254_karachi_d6","m254_karachi_d7","m254_karachi_d8","m255_stepanakert_d6","m255_stepanakert_d7","m255_stepanakert_d8","m256_espoo_d6","m256_espoo_d7","m256_espoo_d8","m259_darkhan_d6","m259_darkhan_d7","m259_darkhan_d8","m263_andorralavella_d6","m263_andorralavella_d7","m263_andorralavella_d8","m264_stpeterport_d6","m264_stpeterport_d7","m264_stpeterport_d8","m270_quezoncity_d6","m270_quezoncity_d7","m270_quezoncity_d8","m271_portmoresby_d6","m271_portmoresby_d7","m271_portmoresby_d8","m273_sukhumi_d6","m273_sukhumi_d7","m273_sukhumi_d8","m280_skopje_d6","m280_skopje_d7","m280_skopje_d8","m283_lima_d6","m283_lima_d7","m283_lima_d8","m285_limassol_d6","m285_limassol_d7","m285_limassol_d8","m294_portauprince_d6","m294_portauprince_d7","m294_portauprince_d8","m297_vaduz_d6","m297_vaduz_d7","m297_vaduz_d8","m298_copenhagen_d6","m298_copenhagen_d7","m298_copenhagen_d8","m299_grosislet_d6","m299_grosislet_d7","m299_grosislet_d8","m004_linden_d5","m005_nicosia_d5","m006_rabat_d5","m007_klaksvik_d5","m016_beirut_d5","m018_rotterdam_d5","m019_banjul_d5","m020_edinburghofthesevenseas_d5","m021_dakhla_d5","m022_marseille_d5","m023_malabo_d5","m024_kigali_d5","m025_westbay_d5","m028_debrecen_d5","m030_sanaa_d5","m033_tighina_d5","m036_adducity_d5","m037_willemstad_d5","m041_bucharest_d5","m043_colon_d5","m044_stanley_d5","m052_poonsaan_d5","m053_cork_d5","m058_alisabieh_d5","m059_montecarlo_d5","m061_alrayyan_d5","m064_managua_d5","m067_kampala_d5","m069_nanjing_d5","m070_athens_d5","m071_jamestown_d5","m076_prague_d5","m077_kualabelait_d5","m079_ebeye_d5","m080_saipan_d5","m082_dubai_d5","m085_newyorkcity_d5","m086_kualalumpur_d5","m088_cayenne_d5","m089_yaren_d5","m090_riyadh_d5","m091_tiraspol_d5","m092_saopaulo_d5","m093_ganja_d5","m096_helsinki_d5","m097_basseterre_d5","m098_marigot_d5","m106_zurich_d5","m108_bern_d5","m114_istanbul_d5","m116_pyongyang_d5","m119_douglas_d5","m122_koror_d5","m124_havana_d5","m129_kuwaitcity_d5","m131_shusha_d5","m135_ciudaddeleste_d5","m136_saintpetersburg_d5","m137_asau_d5","m139_paramaribo_d5","m146_moroni_d5","m147_vilnius_d5","m150_zinder_d5","m154_london_d5","m155_blantyre_d5","m158_monrovia_d5","m164_canberra_d5","m165_fivecays_d5","m166_hanoi_d5","m171_barentsburg_d5","m173_ulaanbaatar_d5","m176_nouadhibou_d5","m177_baku_d5","m178_ouagadougou_d5","m179_roseau_d5","m182_cetinje_d5","m184_gustavia_d5","m185_stgeorges_d5","m190_chisinau_d5","m193_nouakchott_d5","m194_harare_d5","m196_dublin_d5","m198_khujand_d5","m199_eschsuralzette_d5","m202_oslo_d5","m203_grytviken_d5","m206_yerevan_d5","m207_birkirkara_d5","m210_antananarivo_d5","m216_almaty_d5","m219_khartoum_d5","m221_kowloon_d5","m225_sokode_d5","m227_muscat_d5","m228_milan_d5","m229_puentealto_d5","m231_rambaud_d5","m233_buenosaires_d5","m234_oranjestad_d5","m235_matautu_d5","m236_santaana_d5","m237_gagra_d5","m242_ecatepec_d5","m243_saotome_d5","m245_palikir_d5","m246_bantam_d5","m247_aleppo_d5","m249_bitola_d5","m250_quetzaltenango_d5","m253_yangon_d5","m254_karachi_d5","m255_stepanakert_d5","m256_espoo_d5","m259_darkhan_d5","m263_andorralavella_d5","m264_stpeterport_d5","m270_quezoncity_d5","m271_portmoresby_d5","m273_sukhumi_d5","m280_skopje_d5","m283_lima_d5","m285_limassol_d5","m294_portauprince_d5","m297_vaduz_d5","m298_copenhagen_d5","m299_grosislet_d5"
4.3925e-05,5.1659e-05,-1.6632e-05,-7.8001e-05,-0.00010055,-1.8093e-05,9.9959e-05,-4.5866e-05,-2.1819e-05,-7.3479e-05,-1.3368e-05,-1.9774e-05,2.5132e-05,0.00015006,5.6498e-05,0.00011991,0.00015693,4.5107e-05,5.2373e-05,4.0638e-05,2.8993e-05,0.00014972,-8.6878e-05,-4.3196e-05,-7.6131e-05,-0.00018673,3.7408e-05,2.0893e-05,-0.00013659,-0.0001821,0.000148,6.7016e-05,0.00010567,4.5752e-05,-0.0001166,-1.3688e-05,0.0001943,-1.9601e-05,6.7939e-05,9.9485e-05,-8.7395e-05,4.5255e-06,0.00017043,4.4218e-05,0.0002621,-0.00017007,-0.00016387,2.7749e-05,3.1542e-06,9.7693e-06,-9.5834e-05,7.526e-06,-5.7593e-05,2.6642e-05,0.00025408,9.0005e-05,0.00017849,0.00014091,0.00021609,1.3793e-05,0.00016849,0.00025362,0.00017685,0.00021462,0.00025129,7.0271e-05,6.5196e-06,0.00013864,8.634e-05,3.6725e-05,-8.7411e-05,7.0598e-05,-3.78e-05,-0.0001655,-0.00022779,4.8424e-06,6.9077e-06,-5.4382e-05,4.9692e-05,-3.8886e-06,-2.6446e-05,0.00025146,9.6182e-05,9.3813e-05,8.4491e-05,0.0001199,0.0001566,-2.7502e-05,-2.2248e-05,0.00015127,-8.0542e-05,-9.1959e-05,-0.0001589,0.00011696,4.8558e-05,0.00024466,8.828e-05,0.00019597,5.5049e-05,2.6852e-06,7.2796e-05,3.7403e-05,-0.00014382,-0.00019146,-0.00028072,1.3476e-05,-0.00012838,0.00022607,-0.00022929,-9.2997e-05,-9.8019e-05,5.7966e-05,1.8898e-05,-8.5759e-06,-0.00029193,-0.00021736,-0.00022408,-0.00013818,-0.00020401,-0.00020979,-4.733e-05,-0.00020533,-0.00016836,-6.0258e-05,8.2221e-05,7.0964e-05,0.00010021,8.48e-07,7.7609e-05,0.0001007,-3.2011e-06,0.00022887,-0.00014192,-0.00013718,-0.00011567,-8.4276e-05,-0.00015713,-0.00014689,-4.8526e-05,-6.2376e-05,-7.8943e-05,1.6334e-05,-3.1161e-05,9.0297e-05,0.00016076,-0.00012065,-8.1811e-06,0.00015348,-1.6528e-05,8.2497e-05,9.4827e-05,9.9706e-05,3.5899e-05,0.00011778,8.1479e-05,0.00013239,4.2105e-05,-4.6699e-05,9.1777e-05,4.826e-05,-0.00018747,3.8124e-05,1.6548e-05,-7.3653e-05,-1.5834e-05,0.0002284,0.00018024,7.2628e-05,5.6783e-05,0.00010442,0.00017703,3.6163e-05,-5.6939e-05,2.6607e-05,0.0001344,0.00023697,0.00025052,0.00049877,0.00062393,0.00042436,7.4748e-05,-9.9675e-05,-3.1806e-06,-0.00015894,-0.00010455,-0.00015694,-0.0001875,-5.6479e-05,-4.5542e-05,-1.3326e-05,-0.00021989,3.8245e-05,-3.518e-06,-5.6676e-06,5.2697e-05,5.2577e-05,-6.6993e-05,-1.2717e-05,0.00015153,0.00013649,1.1029e-05,0.00012646,3.8997e-05,0.00020657,0.00011747,9.5529e-05,2.3977e-05,0.00017607,0.00014597,0.00012472,7.2767e-05,-6.3338e-05,-0.00010032,0.00019435,0.00010153,0.00037047,-9.7012e-05,-0.00014538,7.3993e-05,-8.207e-05,-3.1364e-05,6.0899e-05,0.00015622,0.00010899,-8.4239e-06,-3.3477e-05,-0.00014113,-1.8726e-05,-0.00020704,-0.00024501,-8.1728e-05,0.00041465,0.00012413,0.00023246,9.3339e-05,-0.00015385,0.00013391,6.4615e-05,9.0604e-05,0.000114,3.7789e-05,2.219e-05,-6.4438e-05,1.146e-05,3.7554e-06,3.4485e-05,0.00013951,-6.5481e-05,-3.3578e-05,-9.4786e-05,-5.401e-05,0.00018446,-9.1307e-05,-0.00036444,-0.00010376,0.00019527,0.00018102,0.00021317,0.00023756,0.00028767,0.00018017,2.6166e-05,-3.7303e-05,9.0884e-05,0.00021216,6.1241e-05,5.7736e-05,8.1441e-05,3.5151e-05,7.6011e-05,0.0002043,0.00010018,0.00016259,0.00017877,0.00025573,0.00023111,0.00012149,-3.1546e-05,0.00017351,0.00014743,9.9829e-05,3.7353e-06,4.3761e-05,6.4138e-05,3.5914e-05,8.312e-06,0.00016269,0.00010534,0.00029504,6.1013e-05,0.00019433,0.00039887,0.00029252,0.00025287,6.8526e-05,0.00010844,0.00017937,-3.4188e-06,6.9325e-05,0.00014656,8.5766e-06,-3.1218e-05,-4.5652e-05,9.1234e-05,8.3325e-05,0.00021846,0.00022398,0.00011038,0.00020751,-1.0246e-06,-6.8784e-05,-6.7007e-05,-1.5963e-05,-0.00010193,-9.1934e-05,6.04e-05,-4.4476e-06,8.1919e-05,-7.0601e-05,-0.00012507,-9.2726e-06,0.00013281,7.4711e-06,-2.6069e-05,9.848e-05,2.1867e-05,8.4652e-05,0.00030311,0.00016108,5.6983e-05,0.00021372,6.6278e-05,0.00027782,7.5063e-05,2.0919e-05,0.00011063,6.551e-05,5.6674e-05,0.00018089,0.00011248,6.1071e-05,5.7885e-06,3.3022e-05,6.8354e-05,0.00038392,0.00015013,9.7068e-05,-1.4052e-07,6.7092e-05,-5.3084e-05,0.0001554,0.00017776,8.9812e-05,0.00010243,-0.00013052,-1.054e-05,-0.00010555,1.0611e-05,-0.00016634,-0.00018192,-0.00010597,-0.00017836,4.0897e-05,8.704e-05,5.1816e-07,0.000175,0.0002869,0.00019712,0.0002451,6.8126e-05,7.2349e-05,-6.1683e-05,-7.5388e-05,-8.17e-05,-0.00010315,-0.00014658,-0.00015432,-0.00012722,8.7807e-05,-7.2393e-05,0.00012392,-0.00012866,9.9777e-05,0.00011438,7.8458e-05,-6.996e-05,-3.8046e-06,-0.00025175,1.5032e-05,-0.00020436,0.00013553,5.6284e-05,0.00020012,-0.00028674,1.4706e-05,0.00015864,-1.8318e-05,0.00012763,0.00017604,8.1799e-05,2.3543e-05,-2.3481e-05,-0.00010365,3.0573e-05,1.4165e-06,-1.5859e-05,2.4244e-05,1.8193e-05,-0.00023847,9.6528e-05,-4.7445e-06,3.9617e-05,-0.00021939,7.7298e-05,-0.00022968,7.8551e-06,-0.00013948,-2.8189e-05,-3.3812e-05,7.4038e-05,5.6333e-05,0.00012857,-0.00033367,-3.7685e-05,-0.00014249,-0.0001283,0.00013703,3.7227e-05,-6.5851e-06,0.00011003,4.4995e-05,-5.4466e-05,5.802e-05,0.00014152,3.8624e-06,3.6024e-05,0.00016549,0.00037221,-2.2603e-05,-0.00028493,-0.00018447,7.5721e-05,-2.0939e-05,-0.00010041,9.4966e-05,0.00017011,-7.8917e-05,0.00010368,1.9333e-06,0.00013792,2.2894e-06,6.826e-05,0.00016992,-6.6655e-05,-0.00021784,0.00021218,-0.0001761,0.00011603,-1.5178e-06,-2.7356e-05,6.8263e-05,-9.3181e-05,-0.00017453,0.00016302,0.00026409,3.4313e-05,7.1855e-05,7.9637e-07,0.00014316,0.00010746,9.1705e-05,9.0663e-05,8.4911e-05,-3.5401e-05,0.00010378,0.00023662,0.00014203,2.7411e-05,-6.8283e-05,0.00012566,0.00016358,-0.00011965,-6.9861e-05,4.873e-05,0.00010503,-9.9306e-05,8.2785e-05,0.00021066,0.00018258,7.2908e-06,0.00016985,-5.4738e-05,0.00021605,3.7777e-05,0.00010833,0.00012847,2.3273e-05,-3.7415e-06,-6.9473e-05,8.1911e-05,0.00022985,6.129e-05,-1.6225e-05,-0.00020466
0.00011138,2.5718e-05,0.00011706,-0.00022866,-0.00032811,-0.00033672,6.326e-05,2.8754e-05,-7.8717e-06,0.00013212,6.3329e-05,2.5666e-05,-8.5308e-05,-4.8135e-05,-0.00016223,-0.00017539,-0.00022304,-5.6255e-05,-0.0002105,-0.00013455,-0.0001803,-3.758e-05,-4.8192e-05,-0.00010472,-0.00035919,-0.00040302,-0.00023681,0.00012234,1.3932e-06,-5.6265e-05,-2.9081e-05,1.3302e-05,-2.4572e-05,-0.0001238,1.9264e-05,-7.9223e-05,-0.00010909,-0.00024808,-0.00027813,-2.5472e-05,-0.00013479,-0.00010553,-0.00023644,-0.00024335,-0.00020623,0.00021604,0.0001824,0.0001275,7.8876e-06,8.8024e-05,4.2812e-05,-9.6014e-05,-2.7147e-05,-0.00013541,-1.5697e-05,3.8931e-05,-3.5141e-05,1.9305e-05,-2.4263e-05,0.00013775,2.8441e-05,-3.1254e-05,1.5516e-05,-6.7983e-05,-0.00010316,-0.00016739,3.0538e-05,5.2777e-05,-7.2145e-05,8.2827e-05,-5.8243e-05,-4.7449e-05,-0.00013367,-7.9741e-05,-0.00015847,0.00012391,0.0001389,-2.0186e-05,0.00016431,0.00014023,0.00022231,4.6015e-05,1.7448e-05,-4.2926e-05,0.00019205,1.4778e-05,-0.00012487,0.00013986,0.0001378,0.00015605,0.00018731,0.00012193,0.00011993,-0.00010847,-0.00024781,-0.00018764,-6.3956e-05,-8.4974e-05,-0.0001197,-0.00023044,-0.00010748,-0.00028521,0.00011835,1.6463e-05,3.1717e-05,0.00010513,0.00010206,0.00030077,-0.00019814,-0.00014638,-0.00010544,0.0001558,0.00018914,0.00011154,0.00011389,0.00023299,1.6959e-05,-0.00021946,-0.00012209,-0.00028375,-0.00037962,-0.00055458,-0.00055829,-3.5368e-05,-0.00018247,-7.3077e-05,-0.00010721,-0.0001107,-0.00014245,-6.0759e-06,-0.00010322,-4.0113e-05,3.3629e-05,8.8114e-05,0.00014138,0.00023565,1.1219e-05,8.7723e-06,-0.00019518,-0.00014536,-0.00010951,9.3484e-06,4.3342e-05,9.7403e-05,-0.00011968,-0.00022896,-9.4129e-05,-3.7964e-05,-8.4849e-05,-8.1955e-05,-9.253e-05,-7.7444e-05,-0.00021461,2.0311e-05,-3.4812e-05,7.9137e-05,5.4171e-05,-3.015e-05,7.0297e-05,0.00012093,1.2342e-05,6.5364e-05,-0.00021761,-0.00014908,-0.00020727,-8.8026e-05,-0.00017153,-8.242e-05,3.1839e-05,-9.3178e-05,-7.1414e-05,0.00012357,9.0241e-05,6.6769e-05,-8.305e-05,-7.8161e-05,-0.00013158,-0.00021795,-0.00019139,-0.00012965,-3.7447e-05,-0.00011612,-0.00016691,-0.0002201,-0.00018189,-0.00011783,-0.00019701,-0.00012117,-0.00010168,1.8066e-06,-8.3655e-05,-3.2409e-05,-0.00010964,-1.0877e-05,-0.00014609,3.2589e-05,-3.2652e-05,-0.0001449,9.0174e-05,6.8428e-05,-1.1055e-05,-0.0001173,-5.9305e-05,2.5987e-05,-0.00018942,-9.921e-05,-0.00010369,-0.0002768,-0.00024041,-0.00030124,-2.2072e-05,-9.9814e-05,-3.47e-05,-0.00017183,-0.00019771,-0.00010284,8.1972e-05,6.7353e-05,0.00013231,0.00010846,0.00017279,2.7018e-05,-0.00027032,-0.00025794,-0.00024861,-3.3987e-05,1.9118e-06,-7.2451e-05,-0.00017799,-9.2883e-05,-0.00016032,3.7856e-05,-8.1739e-05,-5.9833e-05,-0.00017509,-0.00011756,-0.00014394,-2.967e-05,-5.7129e-05,-9.0394e-05,4.7814e-05,-8.3786e-05,-7.7425e-05,-4.1617e-05,-0.00012318,-5.1509e-05,-0.00017066,-0.00025766,-0.0002201,0.00024492,0.00016932,0.00036084,2.4927e-05,-8.3427e-06,0.00011842,-0.00010865,-5.8783e-05,-0.00010287,-2.2205e-05,-5.3002e-05,-9.8055e-05,-0.00010751,-2.5036e-05,-4.7687e-05,-0.00010817,-0.00024604,-0.00011836,-2.8836e-05,-9.4394e-06,-4.3912e-05,-0.00019971,-0.00022899,-9.5731e-05,-3.5828e-05,-8.2399e-05,-9.039e-06,-3.1317e-05,-7.7036e-07,-0.00018014,1.733e-05,2.3929e-05,-0.00026322,-0.00014454,1.5365e-05,-0.00011685,-0.00019089,-0.000248,1.3964e-05,-8.341e-05,-7.8204e-05,-6.9366e-05,8.8195e-05,-2.6108e-06,-1.6235e-05,9.1351e-05,1.8619e-05,7.083e-05,-7.5151e-05,-0.00022055,4.2511e-05,-1.8307e-05,-5.5885e-05,7.157e-06,4.9946e-05,9.1038e-06,-7.9974e-05,-5.4894e-05,-0.0001423,-0.00022744,3.8946e-05,1.1537e-05,-0.0001106,-0.00020179,-0.00013409,-0.00017152,0.00011508,-1.428e-05,-5.7621e-05,-3.7898e-05,5.7628e-05,-4.299e-05,0.0002168,0.00020398,0.00021328,-9.319e-05,6.9161e-06,-6.3829e-05,0.00010103,0.00010893,0.00015766,-4.4295e-05,-4.7789e-05,-3.4845e-05,2.3454e-05,5.0111e-05,-2.0844e-05,1.3035e-05,-8.3909e-05,5.3074e-05,7.5604e-05,-1.0235e-05,1.9637e-06,3.04e-05,9.5241e-05,1.9212e-05,0.00035451,0.00021955,9.1424e-05,-1.0151e-05,-0.00014664,1.7486e-05,4.5862e-05,0.00018658,0.00023795,5.591e-05,-0.00015785,-3.6744e-05,0.0002836,0.00010781,0.00025617,-2.3969e-05,-0.00019367,-0.0002676,-0.00032418,-0.00016889,-0.00024134,0.00019531,2.7738e-05,4.4802e-05,8.4415e-05,7.4734e-05,0.00015132,0.0003227,5.6252e-05,0.00028716,3.7336e-05,4.966e-05,-4.8729e-05,4.5849e-05,-0.00025823,5.0548e-05,0.00011971,-2.2591e-05,-0.00013157,-4.7172e-05,-9.5677e-05,-0.00020462,7.1233e-06,-0.00014992,-0.00023995,-7.9639e-05,-9.8401e-06,-0.00015453,0.00010612,1.8961e-08,-5.4322e-05,5.9345e-05,-5.6661e-05,-3.861e-05,-0.00023518,-0.00010666,1.1102e-05,-8.3579e-05,4.5602e-05,0.00016047,-1.0531e-05,0.00019117,0.00016534,8.1521e-05,-0.00010522,-5.437e-05,-0.00011594,4.3202e-05,0.00018547,-0.00015383,0.00015481,0.00016328,-0.00011247,-0.00027164,1.67e-05,9.7973e-05,-7.2178e-05,7.2522e-05,8.1075e-05,8.0388e-05,6.3953e-05,-0.00023246,7.6604e-05,-0.00011739,-6.2196e-05,-3.1944e-05,9.1105e-05,-0.00016338,-0.00017956,-3.3767e-05,-1.5044e-06,-0.0001999,-0.00032735,-0.00011424,-0.00017506,-0.00021098,-0.00012272,4.4944e-06,-9.6863e-05,-4.6515e-05,-0.00012664,-0.00022373,-0.00022213,-0.00010681,-0.00012358,-4.6268e-05,0.00014257,-0.0002855,-0.00013583,-9.8462e-05,3.2394e-06,-0.0001078,5.7836e-05,1.092e-05,2.5393e-05,-0.00015042,0.0002649,1.2223e-05,-7.9309e-05,-1.9482e-05,-0.0001103,-0.00031379,-0.00027666,-0.00011629,-0.00028093,1.8309e-06,-1.749e-05,-5.6863e-05,-0.00019599,-6.0279e-05,0.00012827,0.00012885,-0.00020387,6.4879e-05,-0.00017194,-0.00014064,3.5869e-05,-0.00023405,-0.00011609,8.9332e-06,0.00014933,-2.3969e-05,0.00026519,2.9936e-05,1.8255e-05,-3.6063e-05,-0.00013316,3.6236e-05,0.00014356,4.2238e-06,0.00013108,-9.5951e-05,0.00015609,-0.00014846,-0.00032115,8.4794e-05,0.00013369,0.00011505,-3.0965e-05
