name;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'm194_harare_d5.wav';2.713130e+001;2.796076e-001;2.311627e+001;2.639774e+001;2.972511e+001;6.608847e+000;2.834926e+002;3.449544e+002;3.657892e+002;7.363329e+002;3.784484e-001;1.159522e+000;2.230690e-002;2.415552e-001;6.894727e-001;6.671658e-001;8.337180e+000;5.263970e+000;8.109439e+000;6.581151e+000;2.206799e-001;1.215967e+000;1.992015e+001;9.316739e-001;7.723752e+000;1.588151e+000;1.428659e+001;1.086513e+000;5.765021e+000;1.953852e+000;6.478535e-002;1.709406e+000;1.716118e+000;9.076706e-001;3.525064e+000;1.307762e+000;3.868500e+000;3.550793e+000;2.293436e+001;6.068172e-001;5.140054e+002;4.695989e-001;1.218674e+003;2.270783e-001;-1.126678e+002;-8.414252e-001;1.482213e+003;2.204505e-001;8.842485e+002;3.543497e-001;-1.148967e+002;-7.721676e-001;2.533678e+003;1.329106e-001;6.759174e+002;4.756651e-001;-1.165829e+002;-7.343434e-001;-1.361959e+001;-7.457393e-001;2.300412e+001;4.536445e-001;2.070559e-002;2.155722e+000;-2.858454e-003;-4.269019e+000;4.006562e-001;7.091514e-001;3.112962e+001;5.177421e-001;5.289129e+000;2.410461e+000;1.594326e+001;1.170232e+000;2.746606e+000;4.352872e+000;-1.913296e+001;2.915438e+001;-1.098405e-002;1.233073e-002;7.513044e-002;2.532489e+000;2.234451e+000;2.017910e-001;1.495408e-001;2.360630e-001;3.991313e-001;-3.297660e+001
'm194_harare_d6.wav';2.751012e+001;2.505084e-001;2.393025e+001;2.695621e+001;2.992091e+001;5.990660e+000;2.977615e+002;4.282235e+002;1.344027e+002;1.301355e+002;3.622963e-001;1.201151e+000;2.047031e-002;1.905673e-001;6.770446e-001;6.565743e-001;9.508586e+000;5.466039e+000;8.879076e+000;6.183485e+000;2.068083e-001;1.247740e+000;1.935722e+001;9.381375e-001;8.027207e+000;1.582434e+000;1.436353e+001;1.091322e+000;5.438153e+000;2.073062e+000;6.120552e-002;1.513022e+000;1.655243e+000;9.137527e-001;3.905722e+000;1.181876e+000;4.907537e+000;2.405618e+000;2.348587e+001;5.437297e-001;5.322081e+002;4.650590e-001;1.201622e+003;2.185702e-001;-1.146747e+002;-8.225790e-001;1.524536e+003;2.135749e-001;8.765614e+002;3.629215e-001;-1.169218e+002;-7.525637e-001;2.567475e+003;1.378695e-001;7.005504e+002;4.305418e-001;-1.182121e+002;-7.235850e-001;-1.401368e+001;-7.816544e-001;2.329452e+001;4.759674e-001;2.045689e-002;2.222406e+000;-3.688371e-003;-3.258604e+000;3.866704e-001;7.107470e-001;3.054216e+001;5.149604e-001;6.096486e+000;2.302984e+000;1.688960e+001;1.145444e+000;2.683354e+000;4.539081e+000;-2.018921e+001;3.057803e+001;-4.671711e-003;1.211681e-002;6.768318e-002;2.698173e+000;1.995975e+000;2.223529e-001;1.711194e-001;2.738739e-001;4.076391e-001;-3.334792e+001
'm194_harare_d7.wav';2.649991e+001;2.153890e-001;2.327042e+001;2.608361e+001;2.979264e+001;6.522219e+000;3.382730e+002;5.826590e+002;1.772674e+002;3.681971e+002;4.153145e-001;1.154081e+000;2.359335e-002;2.752889e-001;7.370442e-001;7.134508e-001;8.737066e+000;4.753694e+000;8.481296e+000;6.184278e+000;2.371673e-001;1.170364e+000;2.155576e+001;8.254446e-001;7.406416e+000;1.732223e+000;1.402698e+001;1.134263e+000;5.186710e+000;2.411565e+000;5.665899e-002;1.618996e+000;1.621319e+000;9.451277e-001;3.966317e+000;1.091045e+000;5.227597e+000;2.011479e+000;2.390004e+001;4.744710e-001;5.237825e+002;4.654411e-001;1.228335e+003;2.109038e-001;-1.050815e+002;-8.995887e-001;1.498032e+003;2.253438e-001;8.851001e+002;3.671227e-001;-1.078357e+002;-8.233173e-001;2.550240e+003;1.414321e-001;6.467883e+002;4.375481e-001;-1.106337e+002;-7.705282e-001;-1.402393e+001;-7.150725e-001;2.369682e+001;4.141876e-001;1.799991e-002;2.363525e+000;-5.106015e-003;-2.506101e+000;4.021339e-001;7.229551e-001;3.253824e+001;4.130090e-001;4.955081e+000;2.726410e+000;1.527878e+001;1.246114e+000;1.441619e+000;8.884099e+000;-1.911583e+001;2.890559e+001;-1.621384e-002;1.184434e-002;8.346730e-002;2.651881e+000;2.124065e+000;2.294318e-001;1.727805e-001;2.292857e-001;3.711173e-001;-3.217474e+001
'm194_harare_d8.wav';2.622357e+001;2.434856e-001;2.246159e+001;2.580074e+001;2.893472e+001;6.473129e+000;3.476016e+002;6.822869e+002;1.914550e+002;2.777824e+002;3.522692e-001;1.251849e+000;3.654903e-003;1.757078e-001;6.760452e-001;6.723903e-001;9.413909e+000;5.427206e+000;8.164716e+000;5.838643e+000;1.938476e-001;1.288766e+000;1.960539e+001;9.279913e-001;6.629521e+000;1.831335e+000;1.280048e+001;1.280275e+000;4.338208e+000;2.716480e+000;6.161024e-002;1.434540e+000;1.722175e+000;9.262128e-001;3.414138e+000;1.428949e+000;5.230400e+000;2.564944e+000;2.378011e+001;4.808919e-001;5.424813e+002;4.680356e-001;1.246286e+003;2.076286e-001;-1.184961e+002;-7.853007e-001;1.533950e+003;2.259333e-001;8.880120e+002;3.753490e-001;-1.202561e+002;-7.309530e-001;2.567704e+003;1.347186e-001;7.510354e+002;5.202210e-001;-1.222094e+002;-6.942472e-001;-1.458995e+001;-7.065800e-001;2.357932e+001;4.463219e-001;1.847108e-002;2.344680e+000;-6.380352e-003;-2.100513e+000;3.777327e-001;7.015732e-001;3.253278e+001;4.245973e-001;5.334425e+000;2.564465e+000;1.659360e+001;1.219939e+000;1.464615e+000;9.229643e+000;-1.852457e+001;2.910005e+001;2.097921e-002;1.465362e-002;7.182419e-002;2.518257e+000;2.143217e+000;1.969412e-001;1.858717e-001;2.515476e-001;4.229304e-001;-3.324771e+001
'm196_dublin_d5.wav';2.687844e+001;2.518250e-001;2.112403e+001;2.622710e+001;3.244628e+001;1.132225e+001;1.845013e+002;2.961381e+002;2.157204e+002;4.304328e+002;3.097357e-001;1.160931e+000;1.493153e-002;1.784618e-001;5.804110e-001;5.654794e-001;9.444379e+000;6.113754e+000;7.793063e+000;5.392978e+000;1.892950e-001;1.263314e+000;1.889578e+001;9.076675e-001;9.454240e+000;1.363448e+000;1.007563e+001;1.273693e+000;6.920289e+000;1.859671e+000;8.503439e-002;1.604571e+000;1.821795e+000;8.485631e-001;3.721404e+000;1.325554e+000;5.816093e+000;1.795589e+000;2.613265e+001;4.439901e-001;5.870721e+002;4.256107e-001;1.234417e+003;2.128300e-001;-1.205258e+002;-7.565368e-001;1.606965e+003;2.091980e-001;9.313488e+002;3.694176e-001;-1.218565e+002;-6.988049e-001;2.657383e+003;1.438548e-001;7.765029e+002;4.355402e-001;-1.243255e+002;-6.621783e-001;-1.612662e+001;-6.166664e-001;2.541500e+001;4.076795e-001;1.567354e-002;2.681015e+000;-8.613490e-003;-1.394280e+000;3.578443e-001;7.024070e-001;3.089496e+001;4.395382e-001;9.909443e+000;1.495547e+000;1.260147e+001;1.195841e+000;5.189905e+000;2.935178e+000;-1.875341e+001;3.018143e+001;2.142977e-003;1.275250e-002;7.535499e-002;3.004906e+000;2.128095e+000;1.988461e-001;1.396376e-001;2.747872e-001;4.070672e-001;-3.486960e+001
'm196_dublin_d6.wav';2.699423e+001;2.490307e-001;2.093910e+001;2.623284e+001;3.311807e+001;1.217896e+001;2.328660e+002;2.694510e+002;2.745040e+002;5.606335e+002;3.167157e-001;1.232645e+000;9.123329e-003;1.413163e-001;6.065369e-001;5.974135e-001;9.129885e+000;6.217254e+000;8.656686e+000;5.623469e+000;2.027403e-001;1.242665e+000;1.772999e+001;9.384550e-001;9.985341e+000;1.208804e+000;9.561901e+000;1.377821e+000;8.019106e+000;1.626091e+000;7.925662e-002;1.447105e+000;1.973400e+000;8.334819e-001;3.881073e+000;1.282429e+000;5.837404e+000;2.576803e+000;2.583636e+001;5.705995e-001;6.168906e+002;4.221630e-001;1.236117e+003;2.449018e-001;-1.241605e+002;-7.295544e-001;1.635903e+003;2.045045e-001;9.251062e+002;3.686583e-001;-1.241089e+002;-6.860934e-001;2.718037e+003;1.544327e-001;7.828312e+002;4.667763e-001;-1.268624e+002;-6.466885e-001;-1.613576e+001;-6.185374e-001;2.609678e+001;3.990380e-001;1.914054e-002;2.491907e+000;-7.931920e-003;-1.497948e+000;4.090842e-001;6.080708e-001;3.037002e+001;4.425226e-001;1.079179e+001;1.260365e+000;1.044599e+001;1.521479e+000;5.773055e+000;2.709966e+000;-2.023207e+001;3.097624e+001;6.496625e-003;1.314553e-002;6.507427e-002;2.614563e+000;1.942568e+000;2.136232e-001;1.526953e-001;3.201666e-001;4.741782e-001;-3.366780e+001
'm196_dublin_d7.wav';2.817046e+001;2.311753e-001;2.225691e+001;2.878790e+001;3.263516e+001;1.037824e+001;2.430937e+002;2.909575e+002;1.491029e+002;1.399135e+002;2.985331e-001;1.184173e+000;1.795191e-002;1.726894e-001;5.411996e-001;5.232477e-001;8.451185e+000;6.533042e+000;7.016419e+000;5.417015e+000;1.847748e-001;1.330634e+000;1.595658e+001;1.117330e+000;9.664135e+000;1.191891e+000;1.022668e+001;1.226880e+000;7.118525e+000;1.811369e+000;7.702851e-002;1.493330e+000;1.746647e+000;8.482339e-001;4.380517e+000;9.792182e-001;7.205780e+000;1.591431e+000;2.592120e+001;4.519435e-001;6.003634e+002;4.115694e-001;1.213875e+003;2.319394e-001;-1.302287e+002;-6.841341e-001;1.603124e+003;2.102231e-001;9.237963e+002;3.922565e-001;-1.308914e+002;-6.400778e-001;2.673490e+003;1.436620e-001;7.659378e+002;5.070115e-001;-1.327274e+002;-6.116294e-001;-1.572398e+001;-6.608731e-001;2.492113e+001;4.264500e-001;2.290969e-002;1.863310e+000;-7.004328e-003;-1.762479e+000;3.866281e-001;6.832087e-001;2.964472e+001;5.090392e-001;1.098710e+001;1.137555e+000;1.264957e+001;1.165630e+000;4.878846e+000;3.251916e+000;-1.601308e+001;2.635014e+001;2.328569e-004;1.329617e-002;7.048082e-002;2.711761e+000;2.105584e+000;1.781159e-001;1.497077e-001;3.216949e-001;4.136614e-001;-3.482318e+001
'm196_dublin_d8.wav';2.676029e+001;2.430582e-001;2.076456e+001;2.713999e+001;3.220504e+001;1.144048e+001;1.905691e+002;2.492940e+002;1.386853e+002;3.070128e+002;3.333927e-001;1.118620e+000;1.085193e-002;2.394879e-001;5.909244e-001;5.800725e-001;9.810767e+000;6.110843e+000;9.092725e+000;6.875402e+000;2.123339e-001;1.206480e+000;1.845871e+001;9.267155e-001;1.059644e+001;1.159151e+000;8.710066e+000;1.496313e+000;7.014576e+000;1.853148e+000;7.605132e-002;1.699664e+000;1.874496e+000;8.356081e-001;3.809807e+000;1.303950e+000;7.110875e+000;1.882848e+000;2.735109e+001;4.055461e-001;6.385362e+002;3.953849e-001;1.232840e+003;2.258075e-001;-1.156071e+002;-7.864716e-001;1.659758e+003;2.084303e-001;9.345087e+002;3.677282e-001;-1.176742e+002;-7.239739e-001;2.733994e+003;1.502485e-001;7.843759e+002;4.824897e-001;-1.208651e+002;-6.762080e-001;-1.642209e+001;-6.274022e-001;2.623154e+001;4.225533e-001;1.618719e-002;2.581700e+000;-9.809788e-003;-1.376250e+000;3.839237e-001;6.877154e-001;3.027631e+001;4.473935e-001;1.234430e+001;1.097788e+000;9.091349e+000;1.642486e+000;5.420493e+000;2.902811e+000;-1.797024e+001;2.813319e+001;1.454301e-002;1.246677e-002;9.071204e-002;3.057554e+000;2.341639e+000;1.901282e-001;1.354242e-001;2.333333e-001;3.741101e-001;-3.384088e+001
'm198_khujand_d5.wav';2.689599e+001;1.565870e-001;2.469218e+001;2.645612e+001;2.927093e+001;4.578745e+000;1.570818e+002;1.905357e+002;2.180561e+002;5.959388e+002;2.534629e-001;1.091288e+000;1.244675e-002;1.825494e-001;4.574818e-001;4.450350e-001;7.340071e+000;4.799222e+000;5.754889e+000;4.286586e+000;1.339808e-001;1.125595e+000;1.967543e+001;9.169164e-001;8.934111e+000;1.383532e+000;1.578472e+001;8.782186e-001;7.392006e+000;1.880037e+000;5.722405e-002;1.755795e+000;1.737358e+000;9.130880e-001;4.695400e+000;9.375516e-001;1.099846e+001;1.236152e+000;2.783129e+001;3.950263e-001;5.248005e+002;4.847935e-001;1.192277e+003;1.938418e-001;-1.189169e+002;-7.690430e-001;1.523481e+003;2.063405e-001;8.978931e+002;3.525475e-001;-1.211477e+002;-7.060003e-001;2.565028e+003;1.372826e-001;6.851580e+002;4.727166e-001;-1.236075e+002;-6.688653e-001;-1.700098e+001;-5.503452e-001;2.673275e+001;3.627401e-001;1.096672e-003;3.709816e+001;1.017479e-003;1.167397e+001;2.397914e-001;6.179902e-001;3.363295e+001;3.708721e-001;6.055125e+000;2.133290e+000;2.253502e+001;6.236453e-001;4.549375e+000;3.610696e+000;-1.939422e+001;2.962421e+001;8.175669e-004;1.496378e-002;6.706332e-002;2.840448e+000;2.111761e+000;2.024615e-001;1.458295e-001;2.616129e-001;3.872929e-001;-3.689536e+001
'm198_khujand_d6.wav';2.757746e+001;2.204400e-001;2.461685e+001;2.738566e+001;2.997990e+001;5.363049e+000;2.697699e+002;4.001113e+002;2.558523e+002;4.795545e+002;2.591353e-001;1.103433e+000;9.455757e-003;1.788151e-001;4.887840e-001;4.793282e-001;7.514396e+000;4.930669e+000;6.756354e+000;5.066206e+000;1.373711e-001;1.165145e+000;1.869875e+001;9.881377e-001;8.397985e+000;1.511666e+000;1.635718e+001;8.406958e-001;5.996572e+000;2.158864e+000;6.037483e-002;1.970682e+000;1.679377e+000;9.335140e-001;4.494254e+000;1.045239e+000;1.232607e+001;1.349093e+000;2.803130e+001;4.219304e-001;5.416968e+002;4.713475e-001;1.158544e+003;1.966967e-001;-1.200845e+002;-7.627261e-001;1.538491e+003;2.043218e-001;8.947433e+002;3.419634e-001;-1.217582e+002;-7.047448e-001;2.596330e+003;1.381914e-001;6.763549e+002;4.494293e-001;-1.242364e+002;-6.649366e-001;-1.600229e+001;-5.786478e-001;2.622455e+001;3.778065e-001;8.073723e-003;5.030758e+000;1.555940e-003;7.499436e+000;2.525487e-001;6.418476e-001;3.265959e+001;4.305326e-001;5.295462e+000;2.542426e+000;2.208237e+001;6.428216e-001;2.253948e+000;6.545176e+000;-1.919417e+001;2.901821e+001;6.354714e-003;1.451220e-002;6.609874e-002;3.170370e+000;2.225519e+000;1.888000e-001;1.569795e-001;2.591304e-001;3.719386e-001;-3.692136e+001
'm198_khujand_d7.wav';2.769687e+001;2.026628e-001;2.466225e+001;2.717311e+001;3.001021e+001;5.347958e+000;2.036081e+002;2.869531e+002;2.033897e+002;2.311656e+002;2.131677e-001;1.205974e+000;1.033966e-003;8.268791e-002;4.252239e-001;4.241900e-001;6.551623e+000;4.220349e+000;5.423142e+000;3.891965e+000;1.154488e-001;1.277250e+000;1.702341e+001;1.043814e+000;7.615061e+000;1.555468e+000;1.367014e+001;1.005700e+000;8.036272e+000;1.539680e+000;6.725620e-002;1.691899e+000;1.772020e+000;9.099098e-001;4.565863e+000;9.913532e-001;1.044487e+001;1.251849e+000;2.716525e+001;4.127740e-001;5.285219e+002;4.800411e-001;1.202934e+003;1.973657e-001;-1.357269e+002;-6.465375e-001;1.531466e+003;1.993405e-001;8.879494e+002;3.548363e-001;-1.365214e+002;-6.051753e-001;2.585790e+003;1.296367e-001;7.252900e+002;4.261460e-001;-1.385962e+002;-5.756319e-001;-1.631441e+001;-5.875639e-001;2.690728e+001;3.733091e-001;4.870435e-003;8.079727e+000;1.285313e-003;9.061761e+000;2.516783e-001;5.647600e-001;3.309461e+001;4.105119e-001;4.866061e+000;2.706341e+000;2.178366e+001;6.996979e-001;5.864053e+000;2.507095e+000;-1.890254e+001;2.964597e+001;1.994254e-002;1.674859e-002;5.810103e-002;2.702703e+000;1.968020e+000;1.746250e-001;1.371308e-001;3.160760e-001;4.467021e-001;-3.797224e+001
'm198_khujand_d8.wav';2.658250e+001;2.119880e-001;2.350002e+001;2.692175e+001;2.893635e+001;5.436329e+000;3.127170e+002;4.109308e+002;2.078424e+002;4.036583e+002;2.709770e-001;1.063231e+000;1.605145e-002;1.917103e-001;5.070167e-001;4.909652e-001;6.798214e+000;4.659704e+000;6.542977e+000;4.505593e+000;1.425378e-001;1.066289e+000;2.127601e+001;8.802786e-001;8.983244e+000;1.427177e+000;1.566780e+001;8.839962e-001;7.982409e+000;1.794188e+000;5.692311e-002;1.941266e+000;1.645273e+000;9.346681e-001;4.346355e+000;1.060395e+000;9.377352e+000;1.839987e+000;2.809387e+001;5.516149e-001;5.625533e+002;4.853755e-001;1.199888e+003;1.926287e-001;-1.098447e+002;-8.374727e-001;1.554980e+003;2.116487e-001;9.339926e+002;3.454071e-001;-1.119757e+002;-7.699445e-001;2.620509e+003;1.434052e-001;7.179092e+002;4.637603e-001;-1.154835e+002;-7.140110e-001;-1.706347e+001;-5.786554e-001;2.742660e+001;3.732576e-001;-7.205906e-004;-5.622882e+001;6.044261e-004;2.131520e+001;2.385954e-001;6.204956e-001;3.402971e+001;4.159953e-001;7.127923e+000;1.896458e+000;2.063699e+001;6.971782e-001;5.260706e+000;3.148390e+000;-1.967961e+001;2.994585e+001;2.517615e-003;1.546329e-002;6.627715e-002;2.778513e+000;2.199258e+000;2.179518e-001;1.632483e-001;2.300000e-001;3.527693e-001;-3.619044e+001
'm199_eschsuralzette_d5.wav';2.520476e+001;1.730046e-001;2.327491e+001;2.462918e+001;2.727943e+001;4.004520e+000;2.494823e+002;3.522892e+002;2.385030e+002;7.137911e+002;2.639223e-001;1.006695e+000;1.273895e-002;2.017218e-001;4.938928e-001;4.811538e-001;5.698600e+000;3.223497e+000;5.257438e+000;3.573956e+000;1.297393e-001;1.135001e+000;1.969646e+001;9.727548e-001;1.032845e+001;1.168345e+000;1.148831e+001;1.155840e+000;4.706388e+000;2.590359e+000;5.395145e-002;2.087579e+000;1.525288e+000;9.897840e-001;4.436976e+000;8.630395e-001;5.453135e+000;1.733226e+000;3.052547e+001;3.504041e-001;5.004560e+002;4.412604e-001;1.268677e+003;2.179420e-001;-1.095416e+002;-8.574113e-001;1.473302e+003;1.994547e-001;9.521321e+002;3.556180e-001;-1.150730e+002;-7.523567e-001;2.572039e+003;1.214089e-001;7.685446e+002;4.562958e-001;-1.190187e+002;-6.900672e-001;-1.818442e+001;-4.836387e-001;2.906530e+001;2.924165e-001;7.157363e-003;5.924911e+000;-1.115752e-002;-1.142812e+000;2.250794e-001;6.503004e-001;3.379382e+001;4.220306e-001;1.283004e+001;8.465932e-001;1.492513e+001;1.012624e+000;6.952076e-001;1.910115e+001;-1.615638e+001;2.702045e+001;1.090652e-002;1.391228e-002;5.984829e-002;2.959675e+000;1.888539e+000;2.459804e-001;1.913638e-001;2.761856e-001;4.313882e-001;-3.686274e+001
'm199_eschsuralzette_d6.wav';2.617694e+001;2.098051e-001;2.387564e+001;2.586765e+001;2.843768e+001;4.562040e+000;3.024721e+002;6.146858e+002;2.272291e+002;6.874499e+002;3.040388e-001;1.016990e+000;1.165496e-002;2.384723e-001;5.801513e-001;5.684963e-001;6.902976e+000;3.814551e+000;6.407515e+000;5.023320e+000;1.484567e-001;1.142632e+000;2.028690e+001;9.759713e-001;8.843138e+000;1.457254e+000;1.030940e+001;1.295117e+000;3.320901e+000;3.585850e+000;5.611894e-002;1.961364e+000;1.529358e+000;1.000278e+000;4.544549e+000;9.431592e-001;4.569124e+000;2.533794e+000;2.983771e+001;4.612466e-001;4.943968e+002;4.279765e-001;1.250092e+003;2.321283e-001;-1.068676e+002;-8.869846e-001;1.463393e+003;2.012401e-001;9.608414e+002;3.489482e-001;-1.122150e+002;-7.826095e-001;2.547181e+003;1.216492e-001;8.042845e+002;4.245466e-001;-1.164051e+002;-7.143137e-001;-1.738229e+001;-5.412451e-001;2.868180e+001;3.444229e-001;1.959941e-002;2.186502e+000;-1.158636e-002;-1.088447e+000;2.610689e-001;6.245995e-001;3.402794e+001;4.666201e-001;1.131708e+001;1.100960e+000;1.307660e+001;1.180522e+000;-1.250329e+000;-1.028256e+001;-1.508177e+001;2.550384e+001;1.784033e-002;1.422667e-002;5.672073e-002;2.839539e+000;1.636266e+000;2.936065e-001;2.168933e-001;3.062712e-001;4.636659e-001;-3.554510e+001
'm199_eschsuralzette_d7.wav';2.565573e+001;1.710989e-001;2.396870e+001;2.576791e+001;2.819418e+001;4.225473e+000;1.808468e+002;2.211806e+002;1.053099e+002;1.356311e+002;3.075342e-001;1.020253e+000;1.461367e-002;2.353501e-001;5.614338e-001;5.468201e-001;5.615135e+000;3.720054e+000;5.392519e+000;4.154336e+000;1.374835e-001;1.122422e+000;2.152597e+001;9.125980e-001;6.323285e+000;2.063539e+000;8.614326e+000;1.493501e+000;4.515136e+000;2.479826e+000;5.309718e-002;1.945588e+000;1.275937e+000;1.083393e+000;5.057310e+000;8.680558e-001;6.655920e+000;1.321328e+000;3.014690e+001;3.095697e-001;5.029483e+002;4.355505e-001;1.269355e+003;2.159430e-001;-1.088347e+002;-8.692419e-001;1.458532e+003;2.060257e-001;9.776815e+002;3.177994e-001;-1.133933e+002;-7.804022e-001;2.525651e+003;1.231083e-001;7.924778e+002;4.349636e-001;-1.180953e+002;-7.062898e-001;-1.657404e+001;-5.752642e-001;2.834445e+001;3.261559e-001;1.393089e-002;2.973064e+000;-1.052563e-002;-1.152950e+000;2.408555e-001;6.192602e-001;3.590611e+001;4.018521e-001;9.053026e+000;1.400861e+000;1.100418e+001;1.405330e+000;1.220845e+000;1.035420e+001;-1.319818e+001;2.408495e+001;1.741748e-002;1.494598e-002;5.993879e-002;2.617258e+000;1.764401e+000;2.625000e-001;2.207366e-001;3.044444e-001;4.524072e-001;-3.556902e+001
'm199_eschsuralzette_d8.wav';2.577611e+001;1.515195e-001;2.356848e+001;2.562730e+001;2.801128e+001;4.442795e+000;1.196333e+002;1.195134e+002;9.915326e+001;1.379430e+002;3.024530e-001;1.021857e+000;9.894075e-003;2.373538e-001;5.625476e-001;5.526535e-001;6.285127e+000;3.822416e+000;5.397032e+000;3.593595e+000;1.418554e-001;1.166419e+000;2.020580e+001;1.003281e+000;8.203437e+000;1.612629e+000;9.958277e+000;1.314782e+000;3.084166e+000;3.835128e+000;5.383953e-002;2.055284e+000;1.323783e+000;1.039422e+000;4.948959e+000;7.806634e-001;5.635779e+000;1.362886e+000;3.150633e+001;2.802771e-001;4.800225e+002;4.107229e-001;1.280427e+003;2.035282e-001;-1.086229e+002;-8.743353e-001;1.434779e+003;1.964947e-001;9.765211e+002;3.470699e-001;-1.143171e+002;-7.670339e-001;2.545830e+003;1.188200e-001;8.176381e+002;5.017810e-001;-1.190949e+002;-6.924414e-001;-1.758523e+001;-5.191318e-001;2.919290e+001;2.973894e-001;1.751207e-002;2.365530e+000;-1.359794e-002;-9.048555e-001;2.538822e-001;6.495877e-001;3.547318e+001;4.138782e-001;1.175311e+001;1.046877e+000;1.254144e+001;1.266618e+000;-1.081362e+000;-1.185099e+001;-1.265187e+001;2.321159e+001;2.222532e-002;1.493066e-002;5.715319e-002;2.737793e+000;1.667609e+000;2.793220e-001;1.931967e-001;3.094737e-001;4.837334e-001;-3.566309e+001
