"sample_heard","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"w026_charlestown_stimulus.wav",35.5295,0.1518076,33.87293,35.92326,38.36237,4.489433,205.1528,222.8121,161.0999,275.9415,0.5171043,1.14707,0.0270912,0.3109717,0.9190153,0.8919241,12.09872,7.308659,12.24916,8.002032,0.3321881,1.403834,15.67547,1.288891,5.961728,2.612535,4.608361,3.784632,0.9670147,18.21653,0.04362207,1.803015,1.287219,0.9813309,8.555356,0.5976841,7.525925,1.526096,22.54073,0.5606538,598.8404,0.3291262,1268.403,0.2154055,-119.3234,-0.7638911,1613.664,0.1672023,1016.305,0.4035721,-115.0557,-0.7525318,2664.071,0.09173867,841.101,0.5190141,-118.1612,-0.7032706,-17.23799,-0.6562517,28.74325,0.3839392,0.01641128,2.480578,-0.01622489,-0.8968248,0.5900379,0.9035877,30.25511,0.4680458,3.304342,5.691503,8.507307,2.130161,-10.71313,-1.428235,-10.40828,19.80648,-0.01849401,0.005965554,0.08830616,2.816092,1.556196,0.3033333,0.3302749,0.3075,0.4474342,-28.06665
"w027_riffa_stimulus.wav",36.95686,0.1352444,34.56467,37.56891,40.06455,5.499882,107.3224,103.3157,85.30952,68.34354,0.6079999,1.11544,0.02325703,0.3641876,1.139906,1.116649,14.18814,8.542341,15.12677,9.445265,0.3741493,1.247676,14.36677,1.347841,3.309056,4.776056,4.022653,4.4374,0.9087452,20.89724,0.04395378,1.660572,1.228188,0.9781188,8.2563,0.5918362,2.007777,5.008023,17.39848,0.582337,614.1453,0.3199236,1247.696,0.2217862,-118.3426,-0.7731906,1654.302,0.1455698,959.4764,0.4607853,-112.6364,-0.772812,2685.377,0.1027077,940.1974,0.5786186,-115.0244,-0.7311813,-14.80246,-0.5546243,25.27124,0.3589075,0.006065153,6.591991,-0.0240879,-0.587871,0.6699103,0.7436262,28.18645,0.4623375,-2.927194,-5.9137,7.500544,2.44584,-12.79976,-1.292714,-11.01426,20.38087,-0.02373438,0.003324585,0.08507008,3.214562,1.746217,0.2742222,0.2688452,0.3041463,0.4868814,-27.67998
"w029_speightstown_stimulus.wav",34.28464,0.1963633,32.1093,35.41517,37.7529,5.643597,211.3235,301.3134,208.9534,261.5363,0.4602973,1.169183,0.002695981,0.1585684,0.931021,0.9283251,12.91427,7.761203,13.58578,8.364836,0.3647874,1.228086,9.621998,1.991534,9.446092,1.198474,6.977196,2.593164,7.371411,2.119847,0.05408607,1.802203,1.43815,0.9758968,7.843821,0.6075673,12.63201,1.048396,22.79814,0.5378662,604.1259,0.3369469,1225.219,0.2283583,-140.827,-0.5937842,1638.532,0.1545822,908.7589,0.503722,-138.0026,-0.5796336,2751.962,0.09382811,764.2494,0.6166096,-139.7928,-0.5537913,-17.00572,-0.5737881,27.43248,0.4121794,-0.0007801455,-49.66836,-0.01181377,-1.359784,0.7476045,0.6224614,27.8446,0.4948123,6.795356,2.085924,16.56483,0.8992121,-6.548414,-2.302895,-10.67682,19.56193,-0.01793134,0.007772328,0.1485396,2.95858,2.371876,0.1425,0.1109416,0.2720754,0.4562991,-28.61979
"w031_tartu_stimulus.wav",36.88411,0.138385,34.54747,37.15038,39.42619,4.878719,184.8083,231.2943,70.99363,80.44873,0.6925542,0.997091,0.037156,0.4807255,1.336508,1.299352,14.2291,8.433841,14.65505,7.457139,0.3965599,1.015896,15.22102,1.254945,3.057021,5.756204,8.597957,1.989557,1.139818,16.30049,0.03821782,1.599489,1.300991,0.9272486,8.418505,0.5543823,7.710247,1.389562,15.61438,0.6217593,533.6883,0.4447103,1162.937,0.2272453,-122.318,-0.7205453,1519.537,0.1982845,842.2147,0.3589891,-100.8525,-0.84913,2530.336,0.1374436,733.6188,0.4742952,-102.8288,-0.8100095,-12.57941,-0.7619115,21.56641,0.4864272,0.01241856,3.531185,-0.009426392,-1.555321,0.6157084,0.6235256,25.63718,0.5502558,-3.585705,-5.210686,14.22751,1.050164,-10.77889,-1.410399,-11.49893,20.11959,-0.01835803,0.006374662,0.1186566,3.86283,2.64613,0.201791,0.1647968,0.1675806,0.3287498,-27.99889
"w032_cordoba_stimulus.wav",33.91609,0.1559477,31.46761,34.45276,36.26375,4.796141,175.2756,254.5056,72.35949,54.13126,0.4992121,0.8809508,0.04482672,0.4635355,0.8432758,0.7984491,10.02522,8.424633,6.698731,4.492904,0.2650025,1.026109,14.21997,1.414256,11.19024,1.079269,5.552037,2.968707,9.824881,1.269649,0.02824108,1.687434,1.023604,1.232951,9.752108,0.4889956,12.99788,1.01369,26.11562,0.4412926,581.6547,0.3994741,1275.358,0.2021704,-118.5283,-0.7479455,1574.681,0.1837371,989.503,0.3468893,-116.3499,-0.7085821,2693.032,0.1309326,791.8114,0.5330025,-119.7129,-0.6573472,-21.0265,-0.4533844,33.26826,0.312889,-0.007934993,-5.188261,-0.007686115,-1.605455,0.4054197,0.7063462,29.00458,0.4710712,15.64329,0.6812881,10.91253,1.383067,4.565076,2.922773,-8.49172,17.9362,-0.02141163,0.01003196,0.1257638,3.262288,1.918047,0.2502273,0.3467216,0.2621428,0.4674018,-26.42712
"w034_burntpine_stimulus.wav",33.85147,0.1666354,31.99909,34.35519,36.80574,4.806658,390.4062,565.2955,307.9796,485.4749,0.4436164,1.357255,0.003388766,0.1388071,0.858268,0.8548793,14.63511,9.947306,15.68823,12.62844,0.2990716,1.254249,10.70854,1.734703,9.543379,1.293353,6.717949,2.833899,5.460383,3.267779,0.04099606,1.739992,1.373901,0.9276201,8.442108,0.6330876,11.83787,1.025972,22.61939,0.4393291,564.6134,0.3643056,1202.2,0.2001201,-135.0134,-0.6444629,1638.783,0.1666234,865.0261,0.4895218,-133.0004,-0.622912,2707.989,0.1014516,858.4423,0.5870113,-134.5706,-0.5979769,-15.97172,-0.6279162,26.49602,0.4162836,-0.01208077,-3.50931,-0.01164927,-1.325789,0.582055,0.6981074,26.12585,0.49449,6.272347,2.552121,18.32531,0.8751616,-11.3469,-1.409992,-12.19891,21.29813,-0.01951149,0.007404639,0.121296,2.356268,1.98394,0.1852381,0.1753261,0.3053658,0.4762562,-29.72079
"w035_flyingfishcove_stimulus.wav",34.70735,0.172694,30.73094,35.12395,37.46594,6.735004,692.5681,900.0669,67.80448,39.64394,0.4898587,1.331702,0.002729721,0.1767519,0.922065,0.9193352,13.50607,10.17953,14.17627,10.18877,0.3172622,1.486748,11.66121,1.737053,8.041391,1.939085,4.299054,4.050098,4.852097,3.568025,0.04972611,1.760201,1.344227,0.9720899,7.303038,0.6375964,3.578471,3.979862,18.66391,0.7546144,602.8225,0.3032884,1240.305,0.2319818,-129.7277,-0.6852585,1633.65,0.1737639,1010.721,0.4931337,-127.2069,-0.666568,2671.426,0.1118562,837.4368,0.5328278,-128.82,-0.638716,-15.28468,-0.6663647,25.80045,0.4254696,0.004214534,10.10641,-0.02329007,-0.6042413,0.6624653,0.8312749,27.49555,0.5835639,2.457382,8.224948,8.967282,1.807909,-10.41063,-1.468386,-11.76595,20.43752,-0.01733671,0.003801951,0.07063042,2.701506,2.041722,0.1947826,0.164181,0.3068292,0.4696934,-28.33761
"w038_alele_stimulus.wav",37.88176,0.1720055,34.31171,38.5369,42.15725,7.845535,144.8616,182.9205,790.1938,1339.342,0.4672689,1.231401,0.01669003,0.1858395,0.8810808,0.8643908,13.76208,8.707813,13.14095,8.59308,0.3109632,1.312112,13.67846,1.44514,6.214614,2.580021,8.31458,2.094604,2.7714,6.649949,0.04448752,1.97876,1.415739,0.9367507,9.314586,0.5777774,6.630582,2.22612,18.03304,0.7824974,693.6194,0.3120292,1184.246,0.2140869,-134.0079,-0.6435805,1742,0.1505229,899.8578,0.5263111,-129.1241,-0.6370621,2809.422,0.09238593,733.4307,0.440013,-130.3504,-0.6186982,-16.95862,-0.6668501,26.77959,0.4782757,0.02107752,2.105345,-0.01756805,-0.8658394,0.6177167,0.7301032,27.8579,0.5770129,-0.1820619,-111.4635,15.85426,0.9257792,-14.18279,-1.063159,-13.96638,23.12577,-0.02643612,0.003124522,0.09241571,2.766136,2.099958,0.187,0.1528038,0.2621569,0.4092188,-28.16636
"w039_bangui_stimulus.wav",35.39932,0.1642607,32.11905,35.3669,39.72969,7.610634,244.1853,295.2486,151.7785,198.37,0.4792311,1.049487,0.04628778,0.3608462,0.8332863,0.7869985,10.02067,6.658805,8.622211,6.370599,0.3165628,1.117357,16.07334,1.139522,12.2803,1.071422,10.08512,1.667303,11.38634,1.078157,0.04242689,1.884498,1.131375,1.039016,9.537094,0.4830581,10.7406,0.9390092,21.58182,0.5232171,496.4897,0.3801665,1257.896,0.1812679,-125.3694,-0.7098978,1538.079,0.176406,962.5832,0.4287025,-111.8226,-0.7474968,2573.665,0.1053407,830.0676,0.4510571,-114.6454,-0.7030025,-20.53427,-0.5437061,30.92034,0.3736035,0.00453865,9.246454,-0.009994185,-1.377058,0.5155229,0.724552,28.31066,0.4420459,12.37033,1.298594,14.31425,1.042967,6.343024,2.07209,-13.16318,22.16886,-0.03175969,0.006894359,0.1031419,2.877947,1.840917,0.2707547,0.1987209,0.265,0.3949595,-27.564
"w040_birmingham_stimulus.wav",36.17535,0.1655267,32.85401,36.48516,39.9332,7.079189,233.7678,205.5808,343.7297,911.2191,0.4563549,1.196977,0.002737463,0.2175346,0.8671002,0.8643628,12.21928,8.108081,13.99156,8.999942,0.3484851,1.277496,10.82081,1.885508,9.586257,1.394375,7.300335,2.446851,6.66719,2.532806,0.04862127,1.519787,1.439914,1.026002,9.203178,0.52552,10.41822,0.902868,21.55023,0.5577836,626.2043,0.3703116,1258.347,0.1990042,-138.8906,-0.6032833,1706.39,0.1759776,917.6241,0.4232889,-131.5475,-0.6161853,2720.937,0.113473,900.6364,0.4218198,-132.6432,-0.5991423,-18.27545,-0.6013717,27.9402,0.4486863,0.001698017,28.07602,-0.01486617,-0.9105923,0.6904415,0.6987249,27.27344,0.5950496,6.285826,2.771079,16.60955,0.8250301,-7.112831,-2.338456,-10.43256,19.03095,-0.01624242,0.008746605,0.1144964,2.780749,2.037534,0.1894737,0.1373805,0.287027,0.4493771,-27.93541
