listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,speaker_dim1_SC,speaker_dim2_SC,speaker_dim3_SC,speaker_dim4_SC,speaker_dim5_SC,speaker_highlow_SC,klanglos,hoch,nicht_nasal,scharf,ungleichmaessig,mit_Akzent,hell,laut,nicht_knarrend,monoton,unangenehm,undeutlich,glatt,heiser,auffaellig,langsam,warm,natuerlich,zittrig,praezise,fest,melodisch,entspannt,gleitend,kurz,gepresst,kraftlos,stockend,hart,unprofessionell,unbetont,schrill,verbunden,behaucht
Rater132,27,w,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,2,0,81,11,4,1,0,55,100,21,1,2,98,2,2,79,98,98,0,100,100,68,100,100,24,0,17,2,2,1,35,1,97,63
Rater133,21,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,16,4,56,40,3,13,17,73,71,63,22,24,38,20,54,49,86,85,14,75,78,46,79,72,53,12,23,27,20,24,29,29,72,0
Rater133,21,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,85,45,39,28,38,58,42,54,23,84,73,64,31,63,30,41,40,56,66,42,44,32,36,31,72,50,66,31,59,69,66,45,53,18
Rater133,21,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,73,50,39,35,53,50,50,58,70,93,61,60,46,64,17,61,42,47,65,34,39,10,25,34,51,54,62,58,64,82,77,50,63,75
Rater133,21,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,22,36,85,50,25,0,53,67,41,20,2,1,43,41,60,50,55,68,7,64,53,59,62,58,69,22,52,32,27,30,29,26,70,21
Rater133,21,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,11,46,98,44,22,1,50,50,99,38,4,4,91,14,59,51,71,84,18,71,64,86,87,72,51,12,49,2,16,11,18,4,94,2
Rater133,21,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,19,48,98,48,3,2,35,66,98,12,2,10,80,9,72,47,70,93,8,76,78,81,74,78,63,27,43,23,35,20,11,24,73,4
Rater133,21,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,33,86,45,58,38,4,75,73,65,12,38,10,81,10,67,42,44,71,56,78,48,70,72,64,58,29,46,48,31,61,34,54,73,42
Rater133,21,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,13,8,99,41,4,4,16,81,89,65,18,19,73,23,55,70,86,81,25,68,55,63,81,84,38,16,72,17,20,63,42,33,62,5
Rater133,21,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,35,92,90,60,81,8,73,74,98,6,56,3,89,16,80,34,58,74,36,56,69,82,64,73,24,28,48,23,32,50,19,38,73,50
Rater133,21,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,40,56,35,51,32,12,58,68,59,37,56,34,40,38,71,42,50,62,48,62,44,71,63,69,44,30,40,34,40,54,38,28,66,72
Rater133,21,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,51,58,32,45,24,65,59,70,96,76,86,86,61,37,77,76,55,46,46,29,40,18,63,54,30,58,62,30,48,88,86,51,72,64
Rater133,21,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,77,83,31,26,71,19,78,54,98,65,66,34,41,26,31,47,38,48,67,70,32,32,44,43,63,55,70,45,50,82,58,69,47,68
Rater133,21,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,67,46,75,40,60,33,60,72,34,63,70,41,25,70,31,67,44,40,58,31,35,35,47,50,43,47,60,32,38,72,36,69,64,66
Rater133,21,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,40,54,94,48,46,15,44,48,92,44,44,34,69,34,36,52,54,68,39,53,58,40,45,73,44,35,70,32,42,64,56,40,64,9
Rater133,21,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,14,54,98,55,38,2,63,58,35,44,40,16,62,45,46,31,42,69,54,55,46,36,41,63,63,50,54,32,60,72,49,56,54,60
Rater133,21,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,23,34,60,64,42,2,48,68,22,44,38,19,22,70,59,50,61,68,39,65,40,36,65,26,55,36,32,30,56,64,42,56,64,64
Rater133,21,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,43,40,85,30,16,21,30,49,88,30,68,41,57,51,33,58,61,62,33,60,62,47,25,62,42,66,66,36,32,81,71,31,76,61
Rater133,21,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,26,67,95,58,50,1,59,58,98,43,33,1,61,23,78,19,66,73,42,62,56,63,54,37,64,32,47,44,34,58,29,39,62,57
Rater133,21,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,85,39,35,65,29,57,41,59,74,81,74,47,56,37,30,67,43,53,28,43,67,38,45,55,31,37,66,34,61,72,42,40,66,32
Rater133,21,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,34,29,47,44,22,28,25,62,81,43,45,40,54,38,24,47,61,59,38,43,56,29,62,63,49,24,35,28,41,66,46,28,62,9
Rater134,27,w,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,17,20,76,32,26,33,30,55,34,20,21,24,80,14,40,43,77,18,24,79,88,76,71,74,50,20,26,20,26,26,58,30,80,15
Rater134,27,w,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,51,30,75,17,18,17,21,48,28,88,87,76,32,54,23,48,68,42,25,29,67,6,82,26,46,20,87,13,69,70,75,46,79,25
Rater134,27,w,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,74,24,24,20,18,11,28,26,76,90,86,53,87,72,16,68,67,80,19,18,54,18,34,42,28,59,82,28,24,74,76,23,50,74
Rater134,27,w,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,47,78,35,62,33,27,70,27,82,36,60,25,75,31,30,56,24,69,36,62,64,31,56,74,37,53,70,26,59,36,31,53,62,42
Rater134,27,w,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,16,53,70,54,25,57,80,60,76,20,16,17,88,61,28,48,74,78,25,80,80,82,80,76,35,21,25,21,21,22,40,18,23,24
Rater134,27,w,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,33,64,20,37,30,15,73,66,71,21,22,24,81,23,32,25,33,85,25,76,75,42,66,82,45,34,32,28,70,21,28,65,72,56
Rater134,27,w,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,64,85,16,24,20,8,89,44,78,26,30,21,90,11,38,35,72,83,38,72,71,80,78,81,82,24,21,21,25,26,36,23,43,37
Rater134,27,w,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,72,23,28,24,22,18,38,42,70,79,68,61,62,54,15,75,68,78,76,33,32,30,29,50,30,58,92,59,25,71,74,22,68,64
Rater134,27,w,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,32,68,19,68,62,15,83,59,23,17,13,20,84,74,77,22,42,79,20,78,50,69,75,72,46,26,24,21,65,20,21,58,24,85
Rater134,27,w,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,78,24,28,27,24,29,28,30,76,77,78,22,91,27,16,18,41,46,64,57,23,20,25,39,26,68,78,74,21,74,77,70,31,72
Rater134,27,w,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,73,46,35,28,70,62,28,45,9,90,64,26,89,31,40,46,40,79,26,72,70,14,70,50,22,30,77,22,47,53,51,53,80,28
Rater134,27,w,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,18,73,31,67,10,7,84,56,84,18,17,14,87,8,35,70,77,77,14,83,71,73,67,77,68,20,30,22,17,17,38,16,33,30
Rater134,27,w,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,71,67,11,60,19,48,79,51,36,91,83,77,18,71,14,66,25,48,80,33,24,5,72,75,54,30,92,34,18,74,69,34,76,68
Rater134,27,w,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,82,30,27,70,27,16,73,74,22,80,73,18,30,78,67,22,18,76,24,27,69,66,79,77,46,31,79,20,75,44,23,68,70,66
Rater134,27,w,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,20,60,32,66,64,18,69,66,18,18,22,18,36,70,46,23,27,78,60,82,65,74,72,72,65,32,19,29,72,28,21,77,72,26
Rater134,27,w,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,23,39,20,56,62,12,32,75,27,14,23,17,25,73,77,71,31,84,24,26,65,70,30,63,36,46,24,36,78,21,19,76,76,68
Rater134,27,w,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,36,29,53,26,20,61,28,54,76,74,31,24,75,18,31,46,74,80,19,74,79,25,71,73,46,29,48,16,32,28,48,21,63,29
Rater134,27,w,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,35,61,60,68,70,19,76,70,73,21,70,58,81,10,44,18,30,15,67,19,35,75,18,31,76,69,18,72,27,73,28,68,19,22
Rater134,27,w,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,45,28,55,26,23,57,30,55,78,87,80,28,90,18,22,57,74,21,32,33,48,13,53,18,45,67,76,71,17,72,70,17,18,54
Rater134,27,w,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,53,29,50,38,27,50,36,46,70,72,32,71,74,34,32,33,71,73,32,32,70,23,80,75,68,28,73,26,33,25,48,31,66,66
Rater135,35,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,54,32,12,5,3,7,6,85,11,15,91,87,88,82,84,88,92,12,18,15,10,43,86,7,10,5,86,85,7,84,90,52,92,92
Rater135,35,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,47,35,47,50,44,43,50,38,56,36,50,39,34,59,42,41,63,37,54,60,36,46,48,58,41,42,53,34,54,39,32,30,40,42
Rater135,35,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,35,54,89,62,42,43,46,69,69,33,64,30,72,34,32,75,51,54,68,64,31,53,31,32,68,56,62,47,47,67,35,33,45,45
Rater135,35,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,35,72,29,74,46,22,55,62,48,68,36,32,27,55,57,45,35,43,36,58,32,30,36,40,66,64,73,50,26,63,73,23,51,57
Rater135,35,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,25,82,86,84,75,11,82,90,7,84,86,82,85,2,6,87,0,45,39,50,50,31,57,39,55,39,28,50,50,37,50,37,53,49
Rater135,35,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,47,50,57,45,50,48,43,48,47,46,50,44,50,50,45,57,50,46,45,53,48,50,45,56,47,50,50,50,50,44,47,45,48,45
Rater135,35,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,48,28,84,78,79,21,74,80,79,20,80,13,84,0,97,9,8,41,10,45,50,40,82,40,50,46,76,20,24,28,89,46,43,47
Rater135,35,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,30,30,27,24,43,45,40,37,41,41,44,42,40,42,43,80,44,50,44,39,46,47,44,28,26,46,46,42,40,40,38,40,42,39
Rater135,35,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,20,79,21,82,78,22,87,76,75,28,33,37,74,71,71,40,67,30,29,57,38,53,39,49,56,30,56,38,53,51,38,32,56,50
Rater135,35,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,43,47,50,38,46,53,58,40,43,44,54,36,40,46,50,50,43,47,40,47,54,43,46,56,49,43,50,53,43,47,50,47,46,46
Rater135,35,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,54,26,21,21,22,42,38,34,45,50,39,47,37,55,50,50,55,46,40,57,29,50,33,58,40,61,36,60,42,47,50,58,54,50
Rater135,35,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,28,84,82,82,18,10,85,13,86,9,6,12,87,22,10,30,60,73,64,37,42,44,63,63,63,23,52,28,48,56,36,48,32,52
Rater135,35,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,47,45,93,9,93,88,82,50,47,44,44,80,23,39,47,45,46,46,50,46,45,50,46,47,46,42,42,50,46,46,50,50,50,50
Rater135,35,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,77,13,12,12,83,17,10,89,80,11,76,83,84,8,89,82,76,13,11,9,16,26,84,83,9,11,9,83,81,70,82,24,45,12
Rater135,35,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,26,32,37,30,83,18,27,69,30,63,62,39,34,67,68,34,36,67,26,41,36,26,27,28,37,68,38,55,42,64,64,63,29,31
Rater135,35,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,40,50,30,28,57,34,30,67,27,81,70,69,34,34,68,63,36,45,75,24,29,4,98,15,7,3,100,97,0,83,31,70,70,18
Rater135,35,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,46,30,28,21,81,20,16,14,17,16,22,18,24,26,27,30,37,34,24,20,28,41,46,41,33,34,40,44,43,41,46,40,42,50
Rater135,35,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,37,66,68,69,36,30,32,70,28,32,35,39,40,33,32,27,72,50,43,61,62,64,62,63,66,30,25,76,22,76,74,66,27,10
Rater135,35,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,19,63,70,74,64,57,50,54,33,28,34,47,54,54,26,74,28,10,12,14,16,22,48,65,79,10,84,84,72,58,68,79,3,2
Rater135,35,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,22,20,14,20,22,73,23,74,73,24,48,68,70,25,72,64,75,69,21,20,20,22,78,76,14,85,22,80,18,83,77,17,86,6
Rater136,22,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,48,48,49,60,46,0,62,64,100,30,36,25,60,54,72,36,72,96,16,79,74,68,99,68,46,0,11,7,46,97,46,63,70,50
Rater136,22,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,66,46,47,32,32,13,60,44,90,52,39,16,62,18,82,54,47,56,10,70,74,20,30,70,68,66,63,54,34,28,50,47,50,48
Rater136,22,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,77,15,17,34,22,11,28,40,98,78,62,17,48,30,22,65,46,100,0,97,85,28,26,47,38,63,73,35,30,28,64,24,46,47
Rater136,22,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,66,34,50,50,25,1,34,50,100,67,48,0,50,0,15,50,70,100,0,100,100,53,100,78,47,16,27,27,53,68,46,46,50,48
Rater136,22,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,34,74,89,71,27,1,72,72,77,37,20,16,80,7,62,31,70,79,10,62,79,60,72,68,50,20,24,24,22,47,46,23,55,46
Rater136,22,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,23,22,80,80,23,4,59,60,100,46,21,17,64,1,73,33,46,99,0,78,72,61,78,78,68,19,20,19,46,43,42,44,47,47
Rater136,22,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,38,90,96,86,16,2,96,95,96,12,38,13,86,12,87,44,46,87,21,70,76,79,85,55,36,26,10,16,46,80,24,80,74,53
Rater136,22,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,63,23,40,34,24,3,25,62,93,69,64,35,63,23,24,70,53,80,61,27,27,26,28,25,28,74,67,26,70,15,73,34,47,44
Rater136,22,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,22,90,44,74,66,7,93,74,97,29,13,17,87,19,84,22,76,86,14,80,57,88,96,74,40,7,16,12,8,65,26,67,48,45
Rater136,22,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,48,64,96,94,20,1,80,68,96,30,45,22,70,11,36,41,56,99,12,36,86,70,74,78,46,27,30,29,50,51,50,51,53,46
Rater136,22,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,76,59,10,33,64,18,58,81,99,18,76,40,77,25,77,29,48,33,24,67,77,21,64,43,54,36,34,42,58,51,47,62,53,46
Rater136,22,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,24,88,90,90,59,2,90,85,94,37,34,7,78,15,69,33,34,94,24,85,90,71,87,74,62,26,7,28,22,69,22,78,65,53
Rater136,22,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,62,69,24,40,65,17,64,67,100,69,62,32,53,36,36,65,60,100,18,52,66,24,73,36,48,66,70,65,37,36,72,30,70,45
Rater136,22,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,70,68,41,64,48,9,40,52,86,76,58,38,48,37,30,61,44,40,29,68,66,32,30,70,64,66,62,46,47,39,66,47,37,45
Rater136,22,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,27,64,50,75,38,0,66,76,97,60,50,0,51,0,50,49,49,100,0,100,100,51,100,81,50,15,32,23,52,53,50,50,48,50
Rater136,22,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,40,59,93,71,64,7,61,75,100,29,24,7,68,10,76,42,65,76,24,64,78,54,73,74,34,26,25,22,35,44,44,45,43,47
Rater136,22,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,66,38,76,38,62,2,40,47,93,65,46,30,39,22,26,64,64,58,25,62,47,29,69,39,47,36,61,57,37,58,62,27,72,57
Rater136,22,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,24,47,34,92,15,1,82,77,100,0,16,0,84,2,73,22,50,100,20,20,50,62,99,26,54,0,0,24,45,96,28,74,79,6
Rater136,22,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,39,79,36,32,68,24,69,64,97,74,68,46,38,17,41,58,59,68,12,75,71,26,67,73,33,30,37,30,50,12,47,32,31,44
Rater136,22,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,50,17,18,27,26,3,40,53,98,87,67,31,46,28,26,69,47,82,13,100,100,8,33,66,48,74,69,32,50,18,47,21,43,46
Rater137,30,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,12,44,40,69,70,0,66,65,81,43,37,24,57,2,33,30,49,59,4,100,72,49,70,90,34,3,4,5,48,18,45,36,82,7
Rater137,30,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,55,20,94,23,27,3,12,76,82,89,24,53,40,66,66,65,50,58,22,84,60,28,72,44,59,60,38,56,56,46,40,50,38,6
Rater137,30,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,82,28,40,5,27,2,12,45,51,90,43,50,41,50,38,68,33,59,23,61,63,45,28,26,51,17,72,71,32,69,86,10,26,3
Rater137,30,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,46,49,46,56,32,0,47,66,47,34,50,22,62,20,14,34,44,48,67,45,46,25,42,9,58,55,56,68,47,56,50,65,27,8
Rater137,30,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,26,74,74,76,40,0,77,70,88,21,60,10,74,37,26,25,50,60,19,88,70,42,59,66,77,45,8,17,26,31,43,84,62,0
Rater137,30,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,77,31,40,44,55,0,26,62,54,36,36,33,60,58,58,62,46,65,31,60,50,36,54,87,28,16,26,26,30,40,46,5,77,50
Rater137,30,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,83,90,81,86,12,4,88,70,86,37,50,56,71,26,66,47,21,59,42,43,40,38,42,46,43,41,38,53,50,50,50,51,50,4
