listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,speaker_dim1_SC,speaker_dim2_SC,speaker_dim3_SC,speaker_dim4_SC,speaker_dim5_SC,speaker_highlow_SC,klanglos,hoch,nicht_nasal,scharf,ungleichmaessig,mit_Akzent,hell,laut,nicht_knarrend,monoton,unangenehm,undeutlich,glatt,heiser,auffaellig,langsam,warm,natuerlich,zittrig,praezise,fest,melodisch,entspannt,gleitend,kurz,gepresst,kraftlos,stockend,hart,unprofessionell,unbetont,schrill,verbunden,behaucht
Rater128,26,w, Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,2,96,98,87,0,1,77,58,0,18,6,8,87,11,87,54,82,76,10,85,88,88,94,88,46,4,28,5,21,28,0,21,50,46
Rater128,26,w, Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,100,3,1,15,33,1,2,98,99,90,85,0,88,7,59,72,25,30,27,56,65,1,8,18,0,82,99,74,80,97,49,50,37,14
Rater128,26,w, Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,98,97,96,18,71,2,12,88,97,21,93,19,30,85,20,39,29,25,73,17,19,21,6,42,46,76,78,88,75,74,78,50,47,50
Rater128,26,w, Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,0,2,97,98,1,3,98,96,100,14,12,10,96,0,2,50,98,100,5,99,97,74,97,80,100,0,2,3,10,21,4,29,56,46
Rater128,26,w, Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,0,0,100,76,2,2,77,93,100,0,2,1,97,4,58,45,81,100,2,96,99,53,96,96,40,0,2,56,3,2,5,4,53,53
Rater128,26,w, Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,100,2,98,20,43,76,77,62,96,15,17,17,78,10,17,40,56,26,9,84,89,83,85,82,41,2,20,21,33,76,2,21,50,47
Rater128,26,w, Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,0,96,100,42,4,0,69,96,95,72,18,35,4,10,90,2,20,16,43,83,0,82,13,9,34,98,80,81,81,82,83,76,44,50
Rater128,26,w, Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,87,97,98,24,19,100,16,85,98,84,88,36,16,84,82,45,32,25,81,19,19,83,15,3,50,97,96,96,81,98,74,94,56,57
Rater128,26,w, Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,71,0,1,30,100,0,4,70,98,8,77,2,2,90,91,53,42,28,73,11,14,50,12,11,12,86,89,84,86,82,43,89,43,44
Rater129,28,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,47,29,77,92,88,1,92,18,70,11,91,0,70,78,80,80,84,74,19,87,38,70,82,71,27,87,67,66,23,25,18,4,88,14
Rater129,28,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,18,67,74,64,56,27,54,70,91,65,67,35,63,28,8,3,26,26,24,18,86,21,18,75,14,40,20,14,70,71,76,66,26,42
Rater129,28,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,9,92,95,100,18,96,16,5,29,17,24,62,64,77,64,84,44,76,10,22,33,37,42,48,50,34,10,0,1,88,4,3,92,11
Rater129,28,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,96,3,99,3,98,1,5,32,92,97,94,0,28,93,42,4,75,12,78,12,14,93,5,3,4,81,4,90,9,15,11,13,16,26
Rater129,28,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,66,12,19,15,10,50,96,90,2,24,63,69,91,30,16,20,56,17,8,69,74,80,87,81,7,14,13,13,75,20,10,90,86,93
Rater129,28,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,9,82,88,41,20,57,23,60,89,87,27,6,99,17,26,47,74,97,6,96,34,23,69,71,78,12,12,10,37,21,16,44,68,57
Rater129,28,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,9,85,56,84,13,72,100,96,90,33,68,8,66,51,16,19,13,26,28,68,76,35,27,90,75,1,16,22,77,76,18,76,30,43
Rater129,28,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,11,51,12,8,24,59,22,14,35,40,55,24,58,18,63,34,50,75,60,68,27,56,80,70,30,50,46,50,64,58,48,8,15,36
Rater129,28,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,60,68,60,72,16,26,88,84,21,76,58,47,46,71,76,86,63,70,19,78,85,84,74,77,16,6,8,12,3,29,0,80,85,14
Rater129,28,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,12,39,90,38,19,30,68,82,91,70,4,14,11,100,13,47,84,56,7,92,94,84,11,90,100,1,8,33,10,16,36,3,94,15
Rater129,28,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,50,50,2,6,22,28,19,18,93,79,14,9,46,45,19,21,15,91,50,19,16,97,23,50,66,28,68,25,15,42,8,15,17,26
Rater129,28,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,100,4,95,11,15,24,91,43,16,72,13,13,32,74,8,18,85,90,18,14,72,15,33,88,86,14,0,1,1,64,14,18,81,18
Rater129,28,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,80,78,8,43,74,75,31,41,19,76,64,61,78,61,62,72,81,61,86,21,60,48,30,61,60,23,73,72,73,22,23,16,22,32
Rater129,28,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,8,26,100,11,14,42,0,64,88,17,80,36,84,17,6,30,69,29,72,38,10,15,81,68,86,9,0,8,38,70,7,26,32,40
Rater129,28,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,72,70,54,14,47,48,96,97,98,96,1,0,57,1,8,45,66,83,84,84,72,79,90,81,80,4,46,8,16,21,2,1,96,5
Rater129,28,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,18,18,43,60,57,32,21,57,89,27,19,24,79,15,6,35,96,97,4,95,100,96,98,99,50,2,4,5,29,45,44,8,82,9
Rater129,28,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,58,29,92,9,77,88,92,92,87,20,30,23,58,6,13,58,80,97,1,96,69,64,73,7,36,12,56,31,10,12,24,16,79,12
Rater129,28,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,31,21,20,50,34,19,67,63,60,7,21,17,69,66,30,28,79,78,18,24,50,80,22,17,20,78,77,17,22,30,60,17,56,68
Rater129,28,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,34,47,99,10,100,96,14,50,95,76,83,78,56,66,76,75,25,76,69,71,83,31,26,70,84,10,78,23,23,76,89,68,26,20
Rater129,28,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,37,55,2,2,27,4,6,44,93,12,54,18,75,70,64,42,56,65,60,70,56,63,71,53,63,26,56,26,18,20,10,39,93,82
Rater130,23,w,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,15,5,64,26,18,12,8,66,81,15,11,16,24,52,54,19,93,94,12,61,70,76,81,84,80,3,16,17,12,48,5,24,92,23
Rater130,23,w,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,80,19,89,17,14,11,7,50,89,93,58,38,23,25,18,52,46,82,11,28,64,16,65,62,65,17,91,26,25,78,80,27,83,32
Rater130,23,w,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,90,25,93,12,65,62,42,50,82,89,62,28,18,72,20,62,38,84,20,24,32,26,86,56,64,32,73,34,20,60,77,16,69,18
Rater130,23,w,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,35,20,85,60,33,26,80,64,40,34,41,32,60,42,63,36,44,75,37,54,72,66,38,83,76,75,31,26,73,22,14,50,36,18
Rater130,23,w,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,12,92,93,55,16,8,98,40,92,12,14,10,88,7,11,18,89,90,6,95,93,88,87,86,84,8,9,10,13,15,14,21,88,9
Rater130,23,w,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,17,9,41,24,21,13,34,56,74,7,12,11,19,55,24,15,71,77,9,80,66,91,74,51,61,21,16,33,68,20,10,35,65,6
Rater130,23,w,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,80,94,36,80,34,7,94,80,28,26,58,18,42,13,37,18,58,78,14,84,82,70,77,70,81,10,16,14,77,28,19,47,43,6
Rater130,23,w,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,14,13,84,27,22,12,6,19,37,92,82,28,38,59,49,90,73,93,36,32,40,27,69,28,22,19,82,18,20,83,75,12,55,70
Rater130,23,w,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,73,95,31,69,42,10,93,81,91,10,16,20,78,29,57,29,76,80,21,80,88,68,78,62,70,38,13,14,30,24,22,31,36,7
Rater130,23,w,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,34,61,33,30,57,8,40,51,42,73,37,18,52,82,18,67,61,94,43,45,46,76,78,41,63,20,10,57,37,26,32,34,25,2
Rater130,23,w,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,30,90,94,13,13,13,93,60,91,15,36,54,64,14,72,28,78,80,16,5,60,76,80,77,67,16,18,18,72,65,13,36,24,10
Rater130,23,w,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,25,96,96,50,6,7,97,45,96,10,24,18,94,10,18,22,68,85,12,78,73,78,76,73,79,80,9,10,16,14,10,24,88,10
Rater130,23,w,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,72,18,78,12,32,26,21,36,80,76,86,68,36,74,44,77,56,82,9,87,80,5,89,32,24,15,91,14,20,94,92,24,88,61
Rater130,23,w,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,37,66,86,39,31,6,18,16,34,79,32,26,48,80,11,76,53,83,30,32,44,44,81,75,15,21,42,36,69,50,72,60,14,3
Rater130,23,w,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,33,64,81,46,47,4,79,69,89,20,16,7,72,12,28,31,73,91,46,50,42,37,64,51,34,14,26,36,43,48,20,31,37,11
Rater130,23,w,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,20,60,93,80,23,9,18,50,12,11,16,18,18,21,30,56,70,82,27,78,63,80,80,65,67,60,16,22,67,34,30,50,44,3
Rater130,23,w,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,94,32,82,55,14,6,48,14,82,34,33,19,39,28,5,75,82,93,5,94,83,78,80,74,44,14,29,26,21,22,31,21,86,12
Rater130,23,w,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,28,49,95,63,48,68,92,76,82,0,11,10,63,5,74,12,85,91,7,88,83,78,85,79,84,4,5,5,24,34,10,32,65,14
Rater130,23,w,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,70,92,78,5,8,56,92,83,89,88,75,56,36,64,68,64,43,64,68,23,35,60,30,36,30,22,32,60,54,61,33,68,23,12
Rater130,23,w,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,62,9,84,16,76,82,23,61,81,18,31,19,33,16,40,13,55,87,7,87,88,68,77,79,78,20,23,27,34,39,18,25,34,20
Rater131,29,w,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,15,18,98,39,1,1,14,64,17,10,1,2,12,74,86,62,86,93,3,92,92,84,75,91,47,11,8,7,13,5,14,0,90,80
Rater131,29,w,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,93,79,7,54,4,4,77,29,50,96,96,96,55,61,3,74,7,82,19,62,13,7,9,9,46,97,76,44,49,93,91,12,54,76
Rater131,29,w,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,97,92,16,46,3,21,80,20,14,86,72,64,3,88,11,87,12,92,89,59,4,4,91,54,53,41,95,5,16,83,83,0,45,94
Rater131,29,w,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,0,66,96,75,78,3,80,29,12,5,3,2,99,0,1,50,95,97,2,75,97,91,63,98,50,86,10,37,4,26,74,4,53,2
Rater131,29,w,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,11,91,84,91,15,3,94,30,91,0,12,9,97,0,23,55,94,92,2,50,92,93,95,93,53,0,1,0,0,0,96,0,72,94
Rater131,29,w,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,13,4,86,4,10,1,6,66,14,13,2,84,14,91,76,55,88,96,6,86,92,86,95,94,50,1,80,19,0,75,29,3,88,87
Rater131,29,w,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,3,90,88,91,6,1,100,90,80,6,83,2,100,0,85,46,19,11,1,100,60,80,32,98,44,85,0,4,88,72,5,98,54,3
Rater131,29,w,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,90,4,94,9,7,7,4,35,6,84,62,69,4,90,12,90,96,87,81,72,18,16,14,14,50,78,89,12,14,79,91,1,44,91
Rater131,29,w,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,4,85,97,47,0,0,98,37,96,0,0,0,96,0,79,55,96,23,1,47,76,90,25,89,47,25,8,8,7,24,10,4,53,71
Rater131,29,w,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,93,14,91,6,10,73,18,18,7,91,76,62,2,86,8,68,81,89,48,47,24,39,17,18,43,86,76,69,28,63,82,2,47,60
Rater131,29,w,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,99,11,4,3,0,23,46,74,6,98,99,97,1,78,0,85,36,7,61,43,5,11,51,15,46,94,96,25,98,100,92,93,45,58
Rater131,29,w,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,51,89,84,61,0,0,100,20,93,29,0,0,100,0,12,66,100,97,3,60,29,85,86,85,44,50,60,6,87,73,11,80,50,40
Rater131,29,w,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,95,48,88,4,50,1,52,30,4,98,96,26,44,82,3,50,46,17,98,3,2,5,51,5,97,90,92,91,48,98,97,48,47,47
Rater131,29,w,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,96,30,24,10,6,8,15,28,8,100,96,72,5,97,0,63,76,91,2,66,88,0,3,34,46,90,100,62,0,88,93,5,53,92
Rater131,29,w,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,50,80,88,50,79,1,80,80,24,23,18,24,70,3,74,40,39,23,62,85,38,29,7,32,47,77,16,15,78,24,23,66,34,2
Rater131,29,w,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,4,3,84,48,6,1,2,55,4,3,0,12,0,99,100,66,100,98,0,72,99,100,99,100,50,22,0,0,0,0,78,1,98,98
Rater131,29,w,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,82,7,92,3,7,5,5,30,13,92,58,60,7,86,91,85,59,88,29,89,58,77,81,85,47,2,94,7,7,77,84,6,53,71
Rater131,29,w,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,0,92,91,91,82,80,94,88,95,14,98,72,98,0,91,5,5,11,85,76,2,8,0,22,50,92,12,74,92,2,45,92,46,0
Rater131,29,w,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,98,88,13,2,5,1,83,27,34,100,100,69,50,50,0,83,30,66,94,54,8,2,80,84,47,54,99,26,0,100,98,0,43,54
Rater131,29,w,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,73,12,3,6,0,29,8,34,6,97,68,84,5,92,50,95,4,96,2,98,97,34,94,93,47,90,25,4,1,76,78,1,81,94
Rater132,27,w,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,6,2,97,50,54,0,28,59,100,4,18,0,99,0,50,30,54,99,0,100,98,100,98,99,50,0,21,0,34,24,6,26,82,10
Rater132,27,w,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,17,46,15,20,40,12,86,50,94,95,6,26,96,6,6,36,94,97,2,90,87,50,98,96,32,1,29,1,2,21,68,2,89,2
Rater132,27,w,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,75,16,20,10,6,0,24,38,100,86,54,0,99,0,0,81,81,98,0,86,90,12,92,92,16,14,74,4,11,43,90,0,90,76
Rater132,27,w,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,2,85,82,76,47,0,72,53,98,8,16,0,100,0,6,32,57,98,0,98,94,83,92,92,75,0,25,12,22,34,13,16,91,11
Rater132,27,w,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,9,79,99,62,28,0,84,50,98,17,2,0,98,1,0,19,67,100,0,100,99,83,96,89,48,34,24,9,16,0,18,18,90,4
Rater132,27,w,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,5,68,100,78,14,0,82,61,100,19,0,0,98,0,0,22,43,99,9,100,98,87,100,99,80,1,18,0,19,28,13,18,99,9
Rater132,27,w,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,8,94,100,94,72,0,99,71,100,15,92,0,100,0,42,46,18,99,0,100,99,81,98,99,76,2,30,10,50,30,25,72,76,7
Rater132,27,w,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,0,1,6,11,8,0,12,32,100,87,43,0,91,1,2,76,91,98,0,39,98,13,87,86,22,6,63,18,4,40,70,6,84,96
Rater132,27,w,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,12,83,98,86,63,2,98,50,98,15,76,6,96,2,73,24,30,92,2,90,96,90,90,94,84,2,22,6,72,35,21,70,81,10
Rater132,27,w,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,11,91,98,83,74,1,92,50,100,21,40,0,97,2,23,47,40,98,3,99,94,80,94,78,79,2,22,12,68,38,33,62,82,16
Rater132,27,w,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,65,56,98,56,54,21,40,61,98,69,64,56,88,20,75,50,59,99,0,84,98,4,98,95,31,0,58,9,21,47,57,28,78,64
Rater132,27,w,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,7,94,98,84,50,1,100,47,99,8,15,2,100,0,53,40,38,100,0,100,86,82,81,98,78,12,24,0,35,42,26,36,94,6
Rater132,27,w,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,80,73,22,29,94,5,98,68,100,95,64,68,83,10,4,65,52,97,68,21,38,14,61,38,39,32,43,25,30,56,81,20,47,86
Rater132,27,w,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,16,32,36,38,54,2,34,46,99,81,62,28,97,15,7,60,54,98,0,87,94,18,97,86,24,14,54,7,8,46,58,6,81,80
Rater132,27,w,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,1,93,85,47,23,1,89,68,98,0,0,0,98,0,23,51,98,99,1,100,98,100,100,100,59,0,0,1,27,0,8,31,100,11
Rater132,27,w,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,6,90,58,76,27,1,80,50,100,15,6,2,98,0,54,47,50,96,46,100,43,80,42,63,59,22,16,18,22,36,20,39,64,10
Rater132,27,w,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,39,32,60,28,8,0,36,46,100,79,20,20,100,0,10,67,65,100,8,98,96,40,98,80,28,10,47,3,9,36,43,3,88,63
Rater132,27,w,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,2,87,91,84,47,0,91,60,100,0,9,0,98,3,50,16,62,95,22,99,100,99,92,30,79,7,20,70,25,60,0,39,30,2
Rater132,27,w,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,66,46,10,36,35,25,21,43,100,88,75,72,69,19,60,46,56,98,2,84,64,31,96,84,29,4,24,34,21,52,59,13,84,88
