listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,unsympathisch,sicher,attraktiv,verstaendnislos,unentschieden,unaufdringlich,distanziert,gelangweilt,emotional,nicht_genervt,aktiv,angenehm,charakterlos,gesellig,entspannt,mitfuehlend,dominant,unaffektiert,herzlich,alt,unsachlich,ruhig,inkompetent,haesslich,freundlich,maennlich,gehorsam,gleichgueltig,interessant,zynisch,aufgesetzt,intelligent,kindlich,bescheiden
Rater004,37,male,Deutsch,m082_dubai_stimulus.wav,082,dubai,male,24,45,57,57,43,43,56,56,43,43,59,56,54,44,43,58,42,54,55,42,41,35,58,44,43,55,100,56,58,42,54,40,55,43,60
Rater004,37,male,Deutsch,m122_koror_stimulus.wav,122,koror,male,27,32,57,54,43,42,62,44,42,56,59,56,57,35,60,59,57,55,58,58,34,37,59,42,39,55,100,45,43,57,43,42,57,39,55
Rater004,37,male,Deutsch,m146_moroni_stimulus.wav,146,moroni,male,31,55,58,54,44,43,57,70,42,38,56,59,41,42,45,57,42,57,62,40,43,38,56,41,43,58,100,43,60,45,58,40,60,39,41
Rater004,37,male,Deutsch,m158_monrovia_stimulus.wav,158,monrovia,male,27,40,57,61,42,40,56,40,44,57,63,58,61,37,34,67,60,59,24,58,32,42,57,43,37,56,100,43,37,61,42,42,54,58,35
Rater004,37,male,Deutsch,m193_nouakchott_stimulus.wav,193,nouakchott,male,33,58,42,57,55,41,41,56,56,56,41,59,42,42,40,42,42,55,57,38,42,43,43,42,43,58,100,44,53,43,55,40,54,34,54
Rater004,37,male,Deutsch,m196_dublin_stimulus.wav,196,dublin,male,30,43,62,57,40,44,60,43,40,41,64,60,57,35,69,66,68,56,63,63,39,31,68,39,29,73,100,44,42,68,57,33,59,37,56
Rater004,37,male,Deutsch,m234_oranjestad_stimulus.wav,234,oranjestad,male,21,42,59,56,35,61,57,38,42,58,60,42,57,44,58,40,55,59,60,60,38,39,45,45,44,56,100,44,45,46,46,39,55,40,53
Rater004,37,male,Deutsch,m246_bantam_stimulus.wav,246,bantam,male,25,54,47,54,43,42,59,59,54,42,58,58,43,57,41,57,42,56,56,46,43,40,55,41,44,56,100,42,58,44,45,42,53,41,55
Rater004,37,male,Deutsch,m247_aleppo_stimulus.wav,247,aleppo,male,22,46,55,44,44,42,56,56,43,43,43,55,41,59,42,57,44,56,59,43,42,43,57,45,60,56,100,44,58,42,44,42,59,43,40
Rater004,37,male,Deutsch,m253_yangon_stimulus.wav,253,yangon,male,24,56,59,55,43,43,44,56,53,42,55,56,56,45,43,55,42,56,58,43,45,40,54,42,44,46,100,45,55,56,54,45,56,39,35
Rater004,37,male,Deutsch,m254_karachi_stimulus.wav,254,karachi,male,34,42,65,58,42,43,63,61,36,58,60,58,62,40,62,61,41,58,61,54,42,37,56,38,42,65,100,42,18,37,42,34,61,41,60
Rater004,37,male,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,male,27,43,66,53,37,59,61,36,36,59,58,54,58,38,59,41,60,43,57,60,29,40,40,43,45,58,100,44,42,54,40,41,61,40,57
Rater004,37,male,Deutsch,w012_ngerulmud_stimulus.wav,012,ngerulmud,female,27,46,55,55,43,42,31,55,44,58,59,59,55,40,56,59,56,54,58,54,35,37,43,44,43,56,0,45,44,53,55,44,56,55,57
Rater004,37,male,Deutsch,w017_brazzaville_stimulus.wav,017,brazzaville,female,29,46,65,55,38,36,56,61,39,59,61,59,59,39,56,59,59,59,58,58,42,38,59,35,43,59,0,43,44,46,45,38,59,40,38
Rater004,37,male,Deutsch,w060_cairo_stimulus.wav,060,cairo,female,27,41,62,55,38,40,60,42,42,40,61,61,60,42,54,60,59,42,57,55,40,42,56,41,44,58,0,54,42,56,43,43,59,41,54
Rater004,37,male,Deutsch,w084_papeete_stimulus.wav,084,papeete,female,23,44,78,45,39,18,43,34,30,58,71,80,67,22,73,72,60,56,58,64,38,30,68,26,44,69,0,42,30,62,43,38,63,40,42
Rater004,37,male,Deutsch,w099_arequipa_stimulus.wav,099,arequipa,female,24,45,58,55,44,43,67,54,44,54,61,60,65,43,65,61,57,46,60,56,39,37,57,39,41,61,0,57,43,54,44,40,55,45,59
Rater004,37,male,Deutsch,w118_tarawa_stimulus.wav,118,tarawa,female,30,42,36,53,43,60,63,38,43,57,56,55,40,46,57,42,56,47,58,55,39,45,36,43,42,56,0,44,43,54,45,41,59,39,53
Rater004,37,male,Deutsch,w134_bulawayo_stimulus.wav,134,bulawayo,female,22,42,44,54,43,41,63,38,46,54,60,59,54,45,45,46,53,46,46,54,26,45,45,46,39,57,0,43,44,44,54,56,55,54,56
Rater004,37,male,Deutsch,w156_kingstown_stimulus.wav,156,kingstown,female,24,44,58,46,43,44,41,42,45,61,57,61,56,28,67,68,62,64,43,64,42,37,61,35,44,70,0,43,38,61,42,57,61,57,45
Rater004,37,male,Deutsch,w159_adamstown_stimulus.wav,159,adamstown,female,21,45,55,55,38,43,56,44,41,65,57,41,58,43,44,43,45,45,56,53,44,41,43,45,43,56,0,55,46,54,45,43,56,43,56
Rater004,37,male,Deutsch,w161_vaitele_stimulus.wav,161,vaitele,female,29,46,56,45,37,43,56,40,37,55,54,56,56,38,58,59,55,42,45,56,45,42,56,45,43,54,0,56,55,56,44,41,55,42,57
Rater004,37,male,Deutsch,w169_bayamon_stimulus.wav,169,bayamon,female,24,67,56,53,53,46,47,63,42,43,37,58,42,42,42,56,37,56,61,38,38,36,56,40,44,43,0,46,53,58,56,44,55,45,43
Rater004,37,male,Deutsch,w200_graz_stimulus.wav,200,graz,female,27,46,46,53,31,44,57,42,45,62,64,59,67,34,61,60,60,56,63,58,33,41,57,40,44,68,0,44,38,61,43,37,65,35,57
Rater004,37,male,Deutsch,w223_daugavpils_stimulus.wav,223,daugavpils,female,34,54,54,42,44,41,45,55,54,41,55,58,40,42,45,57,41,57,60,44,53,42,72,34,46,55,0,41,44,43,56,40,57,42,55
Rater004,37,male,Deutsch,w238_botown_stimulus.wav,238,botown,female,28,46,57,53,59,31,62,54,41,44,58,59,59,43,64,59,40,56,57,57,36,40,57,43,45,57,0,45,44,57,54,43,61,42,54
Rater004,37,male,Deutsch,w239_limon_stimulus.wav,239,limon,female,28,44,62,53,55,45,54,58,55,42,57,71,59,55,45,55,44,57,57,45,46,23,58,40,44,57,0,45,54,54,55,44,54,56,53
Rater004,37,male,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,female,23,33,55,46,37,42,62,38,40,61,62,59,57,28,73,71,63,60,28,63,19,36,66,34,42,79,0,41,36,61,37,40,64,37,36
Rater004,37,male,Deutsch,w244_pointenoire_stimulus.wav,244,pointenoire,female,19,43,64,44,45,45,44,44,43,58,60,63,55,43,58,56,57,57,57,55,44,36,59,38,44,57,0,44,38,57,44,41,58,43,41
Rater004,37,male,Deutsch,w251_mutsamudu_stimulus.wav,251,mutsamudu,female,35,43,45,45,42,56,58,41,39,57,58,44,44,58,44,42,57,43,43,56,57,43,44,43,53,56,0,54,43,45,44,42,46,45,55
Rater004,37,male,Deutsch,w252_thessaloniki_stimulus.wav,252,thessaloniki,female,21,44,43,55,42,58,59,41,35,62,63,59,57,58,42,34,39,43,39,61,40,30,41,39,43,63,0,42,60,40,41,34,56,43,58
Rater004,37,male,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,female,25,46,58,42,38,42,41,44,43,55,63,60,60,39,65,58,58,60,60,62,43,43,36,38,44,61,0,41,44,59,41,39,56,39,44
Rater004,37,male,Deutsch,w276_yei_stimulus.wav,276,yei,female,27,59,58,44,45,44,57,55,53,43,55,57,54,40,44,54,43,55,45,54,55,43,54,45,46,55,0,45,54,54,54,44,54,43,56
Rater004,37,male,Deutsch,w281_naypyidaw_stimulus.wav,281,naypyidaw,female,25,45,62,54,43,39,59,57,41,44,54,56,55,55,44,44,44,55,54,53,37,43,56,43,45,55,0,45,42,44,56,44,53,44,43
Rater004,37,male,Deutsch,w288_luganville_stimulus.wav,288,luganville,female,23,37,66,63,23,21,75,32,46,58,76,70,69,44,61,61,56,46,42,71,39,36,79,18,35,75,0,54,29,58,40,53,66,45,44
Rater004,37,male,Deutsch,w293_capetown_stimulus.wav,293,capetown,female,26,44,62,54,43,43,57,42,42,43,58,65,54,39,56,59,60,64,65,57,40,40,57,40,43,55,0,44,53,44,55,42,55,35,55
Rater005,25,male,Deutsch,m016_beirut_stimulus.wav,016,beirut,male,21,11,7,76,11,88,34,16,13,29,99,0,84,13,69,88,99,18,62,100,36,17,68,39,30,96,100,99,21,86,20,88,97,67,98
Rater005,25,male,Deutsch,m018_rotterdam_stimulus.wav,018,rotterdam,male,25,76,100,15,28,0,9,74,2,82,20,87,11,37,64,11,18,100,77,26,24,0,78,79,57,12,90,2,77,24,76,25,20,24,0
Rater005,25,male,Deutsch,m077_kualabelait_stimulus.wav,077,kualabelait,male,28,14,66,28,20,16,27,86,79,25,87,16,65,17,25,70,10,11,71,14,65,40,85,83,72,81,73,89,100,71,13,3,68,37,97
Rater005,25,male,Deutsch,m086_kualalumpur_stimulus.wav,086,kualalumpur,male,24,19,68,65,15,67,70,12,22,2,86,15,9,85,31,91,88,0,90,85,42,14,78,29,27,78,64,90,21,78,11,31,68,0,75
Rater005,25,male,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,male,28,75,11,26,63,81,69,98,55,0,86,0,66,92,15,98,23,11,66,11,39,21,89,82,66,58,87,94,83,26,0,36,16,58,99
Rater005,25,male,Deutsch,m136_saintpetersburg_stimulus.wav,136,saintpetersburg,male,34,8,83,73,16,14,26,14,9,81,83,17,94,81,20,89,86,26,14,77,36,9,71,14,7,77,96,97,79,85,12,9,99,82,87
Rater005,25,male,Deutsch,m146_moroni_stimulus.wav,146,moroni,male,31,65,88,20,7,20,23,64,23,66,68,3,68,63,10,22,76,15,25,77,83,69,68,24,69,70,83,95,68,78,12,63,62,12,62
Rater005,25,male,Deutsch,m164_canberra_stimulus.wav,164,canberra,male,22,35,97,67,16,16,97,73,14,89,83,20,94,24,37,97,81,36,29,89,38,27,75,24,19,75,58,83,76,76,23,66,76,20,74
Rater005,25,male,Deutsch,m202_oslo_stimulus.wav,202,oslo,male,26,79,77,11,24,3,92,89,12,4,76,15,86,11,87,98,0,76,93,0,65,0,81,3,80,77,82,98,3,27,9,23,68,9,80
Rater005,25,male,Deutsch,m216_almaty_stimulus.wav,216,almaty,male,21,16,0,76,14,82,82,84,13,82,19,17,80,15,20,99,82,15,12,11,58,0,18,87,36,78,33,86,27,82,30,27,76,40,24
Rater005,25,male,Deutsch,m221_kowloon_stimulus.wav,221,kowloon,male,32,2,77,17,30,22,28,79,10,16,86,87,71,25,14,74,27,99,92,22,72,0,21,0,69,70,99,17,0,88,12,79,70,26,26
Rater005,25,male,Deutsch,m225_sokode_stimulus.wav,225,sokode,male,23,15,0,76,10,100,78,14,8,0,97,13,64,95,14,68,94,18,71,98,61,9,90,19,11,82,98,93,100,95,0,15,97,40,74
Rater005,25,male,Deutsch,m231_rambaud_stimulus.wav,231,rambaud,male,35,20,14,80,22,33,83,30,6,87,84,19,85,84,9,13,81,68,37,19,68,15,88,80,17,80,93,76,18,95,26,16,98,27,82
Rater005,25,male,Deutsch,m235_matautu_stimulus.wav,235,matautu,male,23,21,29,65,22,79,63,18,22,3,93,6,70,17,9,73,13,12,29,3,62,19,76,54,26,76,9,71,20,12,32,17,63,37,68
Rater005,25,male,Deutsch,m247_aleppo_stimulus.wav,247,aleppo,male,22,14,4,77,15,68,80,32,22,80,89,22,77,90,13,89,87,19,22,58,63,16,64,33,17,95,99,84,18,99,22,35,90,39,68
Rater005,25,male,Deutsch,m294_portauprince_stimulus.wav,294,portauprince,male,22,24,0,75,22,92,73,70,32,14,76,15,80,84,18,66,33,88,17,18,61,17,75,67,29,76,29,92,27,21,20,18,73,28,94
Rater005,25,male,Deutsch,m297_vaduz_stimulus.wav,297,vaduz,male,22,2,99,36,10,6,73,97,11,18,100,13,75,71,91,68,8,91,75,5,55,0,81,72,68,98,96,83,15,31,25,10,81,30,40
Rater005,25,male,Deutsch,w012_ngerulmud_stimulus.wav,012,ngerulmud,female,27,75,14,65,6,72,68,76,24,19,72,31,60,12,26,15,17,73,81,24,76,17,30,25,26,19,7,29,22,67,23,15,22,72,26
Rater005,25,male,Deutsch,w015_francistown_stimulus.wav,015,francistown,female,22,25,58,61,33,22,40,77,34,41,61,29,60,32,39,40,33,63,40,32,60,34,35,43,36,74,0,38,41,57,38,60,58,37,60
Rater005,25,male,Deutsch,w017_brazzaville_stimulus.wav,017,brazzaville,female,29,19,79,73,14,13,72,15,28,77,85,18,71,24,23,19,88,28,25,33,38,34,79,27,29,66,15,76,18,81,29,29,68,79,66
Rater005,25,male,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,female,29,16,82,75,33,0,64,30,21,68,70,72,65,71,81,23,72,31,44,69,61,0,75,42,19,71,11,42,84,65,23,16,65,35,71
Rater005,25,male,Deutsch,w050_libreville_stimulus.wav,050,libreville,female,25,30,36,31,32,36,66,27,38,34,77,40,61,69,38,34,66,83,70,79,44,40,76,41,65,80,0,62,79,46,44,13,54,64,29
Rater005,25,male,Deutsch,w057_sansalvador_stimulus.wav,057,sansalvador,female,27,22,71,41,28,45,60,59,30,30,62,37,75,39,35,36,61,64,38,89,65,36,74,31,38,67,6,84,27,70,36,32,66,40,68
Rater005,25,male,Deutsch,w123_dhaka_stimulus.wav,123,dhaka,female,20,95,74,23,11,80,29,75,36,86,14,67,35,23,77,14,15,74,72,21,61,25,72,28,92,21,61,80,71,66,62,64,63,28,30
Rater005,25,male,Deutsch,w156_kingstown_stimulus.wav,156,kingstown,female,24,14,41,44,36,42,80,72,44,32,57,85,67,59,15,76,75,17,71,75,60,28,63,34,40,67,10,64,67,23,37,60,100,37,58
Rater005,25,male,Deutsch,w157_georgetown_stimulus.wav,157,georgetown,female,27,56,27,54,27,31,36,22,63,36,40,35,64,37,40,32,59,8,60,59,56,23,64,69,39,63,0,34,60,63,30,57,45,68,59
Rater005,25,male,Deutsch,w162_dodoma_stimulus.wav,162,dodoma,female,30,38,8,35,42,32,60,66,60,36,34,57,38,64,40,38,37,40,72,30,66,36,73,56,61,59,5,61,42,38,41,41,39,33,63
Rater005,25,male,Deutsch,w163_valletta_stimulus.wav,163,valletta,female,22,15,22,15,29,81,37,19,28,29,73,25,72,25,27,85,32,25,40,85,75,15,93,32,70,85,11,68,72,77,32,32,84,19,72
Rater005,25,male,Deutsch,w170_ciudaddelacosta_stimulus.wav,170,ciudaddelacosta,female,22,36,18,66,34,71,32,71,33,61,33,63,36,39,62,36,35,59,38,36,62,33,29,41,37,37,0,29,33,62,38,61,63,37,61
Rater005,25,male,Deutsch,w188_quito_stimulus.wav,188,quito,female,20,41,16,29,59,85,56,19,37,64,82,72,62,28,66,58,63,59,37,74,63,36,37,36,33,64,18,66,57,40,42,38,60,66,67
Rater005,25,male,Deutsch,w201_niamey_stimulus.wav,201,niamey,female,26,76,36,29,33,22,61,78,32,36,30,67,35,33,64,36,38,37,36,32,58,62,91,42,86,58,16,65,37,39,45,64,61,42,40
Rater005,25,male,Deutsch,w220_washingtondc_stimulus.wav,220,washingtondc,female,21,35,99,62,20,20,66,73,27,65,78,62,67,21,57,69,66,54,72,2,58,0,65,34,40,56,0,74,11,32,19,37,68,26,64
Rater005,25,male,Deutsch,w248_plovdiv_stimulus.wav,248,plovdiv,female,20,68,19,70,21,77,25,79,18,80,32,31,30,25,75,30,26,98,81,20,61,25,73,28,30,36,5,13,24,57,74,30,80,37,29
Rater005,25,male,Deutsch,w252_thessaloniki_stimulus.wav,252,thessaloniki,female,21,0,26,100,8,81,72,17,33,18,98,14,73,76,0,77,75,20,36,100,56,17,70,24,70,83,0,69,0,70,24,29,70,68,82
Rater005,25,male,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,female,25,36,69,80,0,19,23,71,31,71,30,69,80,20,63,30,29,80,28,35,65,29,64,18,14,60,0,31,30,70,26,65,81,28,39
Rater005,25,male,Deutsch,w265_fakaofo_stimulus.wav,265,fakaofo,female,25,100,42,33,25,61,60,92,30,32,20,68,36,31,25,38,25,63,42,13,59,36,25,65,32,26,19,40,71,66,41,64,60,36,33
Rater005,25,male,Deutsch,w269_warsaw_stimulus.wav,269,warsaw,female,27,35,95,33,18,18,69,82,28,14,37,30,81,74,15,77,20,13,78,19,61,11,74,26,71,76,8,26,32,60,21,20,65,14,29
Rater005,25,male,Deutsch,w281_naypyidaw_stimulus.wav,281,naypyidaw,female,25,38,8,76,16,71,73,21,30,17,63,31,75,38,23,23,66,21,23,68,57,28,74,33,31,73,0,74,37,13,32,32,94,25,33
Rater005,25,male,Deutsch,w289_stjohns_stimulus.wav,289,stjohns,female,20,82,11,32,19,83,65,78,26,0,11,16,66,22,30,20,77,17,77,27,38,8,77,24,74,23,0,75,87,0,23,80,72,64,87
Rater005,25,male,Deutsch,w295_miquelon_stimulus.wav,295,miquelon,female,26,17,76,100,26,30,64,27,18,65,85,30,87,71,24,84,78,27,26,98,18,13,82,20,0,84,0,84,70,77,0,34,91,37,87
Rater006,24,female,Polnisch,m004_linden_stimulus.wav,004,linden,male,29,78,60,42,79,39,66,42,64,31,63,60,39,69,45,39,31,31,60,33,84,33,41,39,61,38,89,62,69,43,63,41,45,22,64
Rater006,24,female,Polnisch,m024_kigali_stimulus.wav,024,kigali,male,21,65,53,47,73,44,71,67,45,34,68,56,43,44,33,47,21,56,68,21,54,34,67,55,54,57,100,55,61,47,44,42,47,35,45
Rater006,24,female,Polnisch,m044_stanley_stimulus.wav,044,stanley,male,27,76,40,37,74,37,64,67,60,40,30,43,39,70,38,53,43,32,57,38,39,59,68,60,60,55,75,61,72,37,42,41,35,61,75
Rater006,24,female,Polnisch,m059_montecarlo_stimulus.wav,059,montecarlo,male,30,78,66,78,79,35,75,80,61,31,37,53,78,42,30,54,35,74,78,31,68,21,48,23,20,35,93,78,62,78,61,30,74,30,65
Rater006,24,female,Polnisch,m064_managua_stimulus.wav,064,managua,male,26,68,69,71,66,26,76,66,56,19,27,76,70,31,33,65,26,77,86,17,72,20,69,24,28,27,100,36,68,69,67,26,72,22,69
Rater006,24,female,Polnisch,m069_nanjing_stimulus.wav,069,nanjing,male,25,77,19,21,86,69,22,70,67,56,35,26,18,72,22,52,44,17,31,30,60,69,51,81,78,33,74,73,69,13,27,76,21,89,71
Rater006,24,female,Polnisch,m098_marigot_stimulus.wav,098,marigot,male,31,66,63,56,68,38,74,81,58,22,81,61,61,54,41,72,16,55,75,18,65,32,66,44,32,56,100,73,64,64,54,40,59,17,40
Rater006,24,female,Polnisch,m124_havana_stimulus.wav,124,havana,male,27,71,53,23,70,46,69,68,70,33,69,47,34,69,35,55,48,40,65,40,59,32,57,55,58,46,100,60,56,44,40,59,42,32,53
Rater006,24,female,Polnisch,m131_shusha_stimulus.wav,131,shusha,male,27,91,36,20,91,64,32,24,67,64,46,31,24,86,36,27,49,35,73,16,65,68,56,61,69,65,93,68,63,36,60,40,38,44,76
Rater006,24,female,Polnisch,m150_zinder_stimulus.wav,150,zinder,male,25,26,70,22,28,26,27,29,31,72,77,59,78,47,74,73,67,19,72,71,85,69,39,80,70,79,80,88,37,67,9,19,23,79,71
Rater006,24,female,Polnisch,m242_ecatepec_stimulus.wav,242,ecatepec,male,20,24,34,11,27,64,23,31,28,75,44,62,23,83,65,26,65,25,30,77,62,60,17,70,76,80,58,77,31,10,17,71,13,85,63
Rater006,24,female,Polnisch,m246_bantam_stimulus.wav,246,bantam,male,25,75,58,32,74,43,68,77,54,55,63,64,42,74,55,57,22,40,45,42,40,56,54,73,57,64,78,64,64,30,40,42,38,68,66
Rater006,24,female,Polnisch,m250_quetzaltenango_stimulus.wav,250,quetzaltenango,male,22,78,34,28,82,73,74,88,68,25,87,27,24,87,30,44,14,24,87,12,69,30,81,62,84,18,93,80,73,61,69,59,61,40,66
Rater006,24,female,Polnisch,m254_karachi_stimulus.wav,254,karachi,male,34,75,66,46,77,25,69,82,71,23,79,58,58,78,23,59,19,59,77,17,72,18,76,29,47,21,100,76,75,63,57,45,54,16,58
Rater006,24,female,Polnisch,m263_andorralavella_stimulus.wav,263,andorralavella,male,26,80,38,45,81,46,68,81,83,4,86,32,55,55,24,58,19,30,76,3,53,12,36,42,46,34,100,69,74,61,70,75,54,54,70
Rater006,24,female,Polnisch,m271_portmoresby_stimulus.wav,271,portmoresby,male,27,73,31,64,75,42,67,29,41,64,77,51,69,75,57,26,70,42,72,70,57,61,66,60,40,66,100,64,36,63,39,28,69,38,54
Rater006,24,female,Polnisch,m273_sukhumi_stimulus.wav,273,sukhumi,male,26,78,44,13,79,59,26,84,70,71,82,25,19,84,25,59,47,10,44,15,55,60,75,80,79,42,74,73,68,18,61,69,10,35,64
Rater006,24,female,Polnisch,w026_charlestown_stimulus.wav,026,charlestown,female,20,19,66,55,20,27,76,19,39,36,74,61,80,23,62,100,38,38,100,40,37,24,66,36,25,79,0,74,64,83,44,27,75,31,69
Rater006,24,female,Polnisch,w042_gouyave_stimulus.wav,042,gouyave,female,21,28,66,65,28,31,68,30,32,62,71,58,64,27,59,63,69,42,64,62,46,63,66,42,31,70,0,64,64,64,26,21,49,61,69
Rater006,24,female,Polnisch,w045_sthelier_stimulus.wav,045,sthelier,female,35,75,37,26,75,68,67,78,71,3,26,35,10,78,30,35,16,35,9,0,35,30,61,69,71,11,0,71,67,0,65,76,20,42,60
Rater006,24,female,Polnisch,w054_kingston_stimulus.wav,054,kingston,female,26,75,37,29,77,39,71,79,57,21,77,38,61,76,26,44,23,26,74,32,67,30,79,38,63,70,0,64,69,24,32,38,56,33,65
Rater006,24,female,Polnisch,w065_amuri_stimulus.wav,065,amuri,female,23,25,63,72,71,41,71,20,31,74,72,69,68,23,69,69,73,30,66,75,21,68,27,83,33,82,0,66,16,63,31,25,58,67,33
Rater006,24,female,Polnisch,w066_saintlaurentdumaroni_stimulus.wav,066,saintlaurentdumaroni,female,31,24,57,65,26,40,72,40,36,56,78,57,76,40,58,74,42,37,72,46,38,21,55,35,26,75,0,68,42,76,43,42,62,44,52
Rater006,24,female,Polnisch,w081_brasilia_stimulus.wav,081,brasilia,female,29,17,73,75,69,25,64,24,27,46,81,72,61,71,69,64,44,40,19,67,20,73,36,62,25,62,0,62,32,61,43,79,61,56,28
Rater006,24,female,Polnisch,w104_kathmandu_stimulus.wav,104,kathmandu,female,26,60,62,29,61,31,46,66,66,23,25,29,48,68,13,68,31,41,67,8,64,27,55,33,45,41,32,68,60,44,39,73,44,35,61
Rater006,24,female,Polnisch,w121_sanmarino_stimulus.wav,121,sanmarino,female,25,25,64,83,72,25,65,32,24,80,71,80,79,29,72,80,69,25,79,69,23,60,17,76,23,91,20,72,17,42,40,18,41,44,69
Rater006,24,female,Polnisch,w127_lusaka_stimulus.wav,127,lusaka,female,33,71,39,28,73,35,72,71,73,0,77,22,23,68,31,32,27,33,23,28,78,35,82,70,86,30,0,78,74,16,23,70,22,23,70
Rater006,24,female,Polnisch,w143_jomala_stimulus.wav,143,jomala,female,29,76,31,33,76,37,71,47,77,17,70,28,21,88,23,39,28,25,23,8,41,37,92,81,76,32,0,68,77,21,27,76,26,43,65
Rater006,24,female,Polnisch,w149_portgentil_stimulus.wav,149,portgentil,female,21,78,65,23,84,23,21,85,77,0,31,20,20,83,0,34,0,17,74,0,73,26,85,67,74,14,0,67,77,31,68,23,40,21,72
Rater006,24,female,Polnisch,w156_kingstown_stimulus.wav,156,kingstown,female,24,74,70,29,68,32,24,75,31,25,72,68,29,71,27,40,20,73,24,32,54,22,69,29,69,33,0,39,66,27,62,67,24,34,32
Rater006,24,female,Polnisch,w162_dodoma_stimulus.wav,162,dodoma,female,30,66,64,29,64,32,30,72,66,32,71,33,28,68,23,57,20,30,19,15,41,32,77,64,71,33,0,66,66,24,40,71,25,35,71
Rater006,24,female,Polnisch,w168_philipsburg_stimulus.wav,168,philipsburg,female,33,54,60,36,75,43,58,77,66,42,73,36,45,74,66,56,28,68,75,32,71,25,74,45,42,57,6,69,61,36,29,42,39,26,58
Rater006,24,female,Polnisch,w175_bergen_stimulus.wav,175,bergen,female,26,71,65,35,61,31,79,71,59,8,74,32,23,81,14,62,21,24,20,18,42,17,87,36,64,57,0,67,73,22,34,19,37,28,75
Rater006,24,female,Polnisch,w189_colombo_stimulus.wav,189,colombo,female,25,26,72,25,0,27,74,36,66,0,100,30,29,63,29,61,37,32,33,40,15,25,59,33,42,79,0,72,25,22,32,28,34,35,71
Rater006,24,female,Polnisch,w261_bishkek_stimulus.wav,261,bishkek,female,19,95,58,0,94,32,25,91,79,26,89,28,23,92,13,42,31,24,26,15,44,59,78,100,90,18,0,69,84,0,37,78,0,37,76
Rater006,24,female,Polnisch,w262_huambo_stimulus.wav,262,huambo,female,23,74,68,6,80,26,16,84,77,63,10,61,26,20,62,30,41,73,63,26,70,23,30,55,87,22,7,24,72,55,73,75,36,22,71
Rater006,24,female,Polnisch,w265_fakaofo_stimulus.wav,265,fakaofo,female,25,79,33,15,92,67,17,85,77,69,82,22,21,84,27,32,12,19,68,23,67,63,74,70,67,72,0,69,68,21,29,67,20,26,67
Rater006,24,female,Polnisch,w290_bujumbura_stimulus.wav,290,bujumbura,female,26,22,41,69,26,56,74,35,41,65,71,64,63,26,65,71,67,30,62,63,15,40,43,60,28,66,0,40,30,62,28,59,39,77,38
Rater006,24,female,Polnisch,w293_capetown_stimulus.wav,293,capetown,female,26,73,62,36,72,33,31,33,37,33,40,57,32,40,57,40,37,63,39,28,63,37,35,57,64,31,9,36,68,41,63,70,39,40,35
Rater006,24,female,Polnisch,w300_amsterdam_stimulus.wav,300,amsterdam,female,27,69,74,33,69,28,30,74,63,23,74,67,26,76,23,35,25,73,29,28,61,33,62,31,78,32,0,76,73,33,74,72,63,33,66
Rater007,22,female,Deutsch,m005_nicosia_stimulus.wav,005,nicosia,male,26,45,68,35,29,14,70,52,16,37,74,60,59,25,46,73,42,57,69,48,65,43,81,21,41,80,74,52,21,70,55,15,87,18,35
Rater007,22,female,Deutsch,m028_debrecen_stimulus.wav,028,debrecen,male,28,54,73,66,58,20,31,43,77,30,27,33,43,33,33,73,40,67,39,38,35,55,77,60,27,61,90,33,69,37,62,66,35,69,30
Rater007,22,female,Deutsch,m030_sanaa_stimulus.wav,030,sanaa,male,28,54,35,38,26,36,74,53,35,65,80,45,61,44,57,41,60,43,70,39,45,55,60,54,37,64,76,52,57,40,35,15,71,26,76
Rater007,22,female,Deutsch,m037_willemstad_stimulus.wav,037,willemstad,male,23,58,67,35,55,33,38,61,39,35,67,38,37,56,37,56,20,46,77,40,43,23,63,53,47,56,73,59,66,35,53,30,63,45,60
Rater007,22,female,Deutsch,m043_colon_stimulus.wav,043,colon,male,34,41,41,64,37,59,77,61,55,45,45,61,45,56,34,38,31,42,63,38,53,16,58,38,52,70,73,52,55,58,42,28,75,30,62
Rater007,22,female,Deutsch,m076_prague_stimulus.wav,076,prague,male,23,21,30,41,27,62,77,38,44,61,85,64,56,58,44,36,46,37,81,56,3,35,28,55,45,87,63,68,25,41,33,10,77,74,79
Rater007,22,female,Deutsch,m116_pyongyang_stimulus.wav,116,pyongyang,male,28,37,65,59,31,39,18,69,60,38,55,41,57,36,56,65,19,68,73,34,34,17,60,26,37,61,90,38,53,59,62,37,78,14,39
Rater007,22,female,Deutsch,m158_monrovia_stimulus.wav,158,monrovia,male,27,6,90,86,13,6,64,3,6,60,92,88,91,9,85,89,66,52,83,78,47,35,75,9,20,87,94,54,10,85,38,7,85,10,32
